TIENDA_ID,VENTA_TOTAL,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,Meta_venta,Above_Goal,Percentage_of_Goal,POBLACION,COMPETIDORES_NUM,ESCUELAS_NUM,HOSPITALES_NUM
141,13.819669055555558,1,BC,Hogar,98.5,11,6,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,4.9,1,282.0340623582767,635862,4,6,3
259,6.500824785000001,1,C,Base,99.08,10,0,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,4.8,1,135.43384968750004,635862,2,2,1
753,7.46710738,1,C,Hogar,103.64,14,0,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,4.9,1,152.38994653061224,5,3,4,0
754,7.65839700952381,1,C,Hogar,119.75,15,0,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,4.9,1,156.29381652089407,5,4,2,0
145,10.71716423,1,BC,Hogar,112.5,13,6,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,4.9,1,218.71763734693877,75426,4,3,0
765,16.600336185,1,C,Hogar,94.42,13,0,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,4.9,1,338.782371122449,635862,2,0,0
766,10.111984715000002,1,C,Base,118.52,15,0,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,210.66634822916672,1,0,1,0
395,11.943769245000002,1,C,Hogar,79.55,10,4,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,4.9,1,243.7503927551021,635862,1,3,0
253,9.02441981,1,C,Hogar,117.0,12,11,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,4.9,1,184.17183285714287,5,3,3,1
769,10.251090165,1,C,Base,108.8,15,0,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,4.8,1,213.56437843750004,174,2,0,0
152,10.848061545000002,1,BC,Hogar,102.1,13,8,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,4.9,1,221.389011122449,635862,1,2,0
783,8.067115357142857,1,C,Hogar,114.47,14,0,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,4.9,1,164.6350072886297,3,1,0,0
789,7.828285945,1,C,Hogar,100.7,0,0,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,4.9,1,159.7609376530612,5,0,2,0
248,8.780713080000002,1,CD,Base,100.28,13,7,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,4.8,1,182.93152250000009,5,0,0,0
156,12.170915715789477,1,BC,Hogar,115.0,11,0,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,4.9,1,248.3860350161117,635862,0,2,0
247,9.44772310952381,1,D,Hogar,104.6,13,10,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,4.9,1,192.81067570456756,635862,1,4,2
474,7.71549998,1,C,Hogar,115.79,13,11,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,4.9,1,157.4591832653061,2,1,2,0
453,9.109449695,1,C,Base,107.02,13,8,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,4.8,1,189.78020197916663,7820,2,1,0
455,4.764284390476191,1,C,Hogar,119.51,13,7,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,4.9,0,97.23029368318755,5,4,6,0
366,9.399610794444444,1,C,Hogar,100.0,10,7,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,4.9,1,191.828791723356,635862,0,1,0
365,13.220193585,1,C,Base,97.54,13,5,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,4.8,1,275.4206996875,3,2,3,2
456,10.464374685,1,C,Hogar,127.9,13,10,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,4.9,1,213.55866704081632,3,3,3,0
457,8.270472585,1,C,Hogar,81.3,10,7,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,4.9,1,168.78515479591834,3,1,3,0
458,8.291462833333334,1,C,Hogar,101.46,13,5,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,4.9,1,169.21352721088437,5,1,1,0
361,9.497464365,1,C,Hogar,93.0,12,5,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,4.9,1,193.8258033673469,5,0,1,0
464,5.834978731578948,1,C,Hogar,138.92,13,6,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,4.9,1,119.08119860365198,635862,1,3,0
358,7.781591247368422,1,C,Base,93.0,10,11,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,4.8,1,162.11648432017546,174,3,4,0
447,5.9776830809523815,1,C,Hogar,83.9,13,5,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,121.99353226433432,3,2,2,0
356,13.03742832,1,C,Hogar,77.0,10,8,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,266.06996571428573,635862,0,0,0
355,13.097837461111112,1,C,Hogar,90.0,10,6,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,267.3028053287982,635862,0,0,0
484,16.359413840000002,1,C,Hogar,115.75,13,10,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,4.9,1,333.8655885714286,8287,1,0,0
493,14.986929745,1,C,Base,119.41,13,9,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,312.22770302083336,635862,3,1,0
352,11.76433013,1,C,Base,105.0,10,8,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,4.8,1,245.0902110416667,3,4,2,0
351,9.03051544,1,C,Base,93.0,10,7,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,4.8,1,188.1357383333333,635862,1,1,2
495,7.609147320000001,1,C,Base,115.7,13,11,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,158.52390250000002,635862,2,4,0
503,10.331674695,1,C,Hogar,81.59,11,8,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,4.9,1,210.85050397959185,635862,0,3,0
348,14.527182290000002,1,C,Hogar,100.0,10,11,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,4.9,1,296.4731079591837,3,1,4,1
506,9.509562140000002,1,C,Hogar,105.66,13,8,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,4.9,1,194.0726967346939,174,0,3,0
401,11.161195994444446,1,C,Hogar,92.52,12,9,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,227.77951009070296,4,2,3,0
389,14.021941095000004,1,BC,Base,98.08,12,9,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,4.8,1,292.1237728125001,1,2,1,0
402,9.184429952380954,1,C,Hogar,103.27,13,9,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,187.43734596695825,5,0,1,0
404,12.013716555,1,C,Base,112.87,13,9,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,4.8,1,250.2857615625,635862,3,2,1
406,9.87037771111111,1,C,Hogar,76.69,10,5,25.6645,-100.26545,Clásico,UT_DENSIDAD,4.9,1,201.43627981859407,635862,0,0,0
407,8.995251194444444,1,C,Base,118.47,13,7,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,4.8,1,187.40106655092592,1,0,0,0
409,7.380257195000001,1,C,Hogar,95.68,13,7,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,150.6174937755102,635862,1,4,0
411,7.979728945000001,1,C,Hogar,109.85,13,9,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,162.851611122449,5,2,0,0
417,8.762749545000002,1,C,Base,95.22,12,8,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,182.55728218750005,635862,1,5,0
423,10.974402055555556,1,C,Base,85.18,12,6,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,228.63337615740744,635862,1,1,1
635,10.76937693,1,C,Base,120.27,14,0,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,224.362019375,635862,1,0,0
425,16.84638194,1,C,Hogar,116.15,13,7,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,4.9,1,343.80371306122447,5,2,1,1
427,10.617357910526318,1,C,Hogar,122.63,13,9,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,4.9,1,216.68077368421052,5,2,0,0
431,9.917488535,1,C,Hogar,119.24,13,8,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,4.9,1,202.3977252040816,635862,1,6,0
433,8.13499292,1,C,Base,127.4,13,10,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,4.8,1,169.4790191666667,635862,0,0,0
438,10.506355805555556,1,C,Hogar,117.61,13,7,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,4.9,1,214.41542460317456,3,5,3,0
374,18.211008395,1,C,Base,107.92,13,11,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,4.8,1,379.3960082291667,1,0,0,0
439,11.41661924,1,C,Hogar,115.55,13,0,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,4.9,1,232.9922293877551,5,1,2,0
372,15.579317680000004,1,CD,Hogar,80.56,12,11,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,317.94525877551024,635862,1,5,0
441,8.972848047368421,1,CD,Hogar,111.48,13,8,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,4.9,1,183.119347905478,5,1,2,1
446,11.49582744761905,1,C,Hogar,126.8,13,9,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,4.9,1,234.6087234207969,3,1,0,0
612,13.71375252631579,1,C,Hogar,101.06,12,0,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,4.9,1,279.87250053705696,3,4,2,0
587,7.709476900000001,1,C,Hogar,91.25,13,0,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,4.9,1,157.33626326530614,5,2,8,0
346,15.102964057894738,1,C,Hogar,90.0,10,4,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,4.9,1,308.22375628356605,1,1,1,0
322,8.1948541,1,C,Base,100.0,10,9,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,4.8,1,170.72612708333335,635862,1,4,0
321,8.98069834,1,C,Hogar,102.0,10,9,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,4.9,1,183.27955795918368,3,1,4,0
591,15.030141895000003,1,C,Hogar,86.41,13,0,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,4.9,1,306.7375896938776,635862,1,2,0
302,12.917616105000002,1,CD,Base,130.0,13,13,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,4.8,1,269.1170021875001,635862,1,0,2
633,9.403171414285715,1,C,Hogar,103.05,12,0,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,4.9,1,191.90145743440235,5,3,2,0
616,7.246558695,1,C,Hogar,96.93,12,0,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,4.9,1,147.88895295918368,4,5,3,0
306,8.238654330000001,1,C,Base,182.0,13,4,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,4.8,1,171.63863187500004,635862,2,2,1
307,12.446587465,1,C,Hogar,114.0,13,9,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,4.9,1,254.01198908163263,635862,0,2,0
593,8.763930470000002,1,C,Hogar,111.14,13,0,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,4.9,1,178.85572387755104,7820,3,1,0
509,7.211514465,1,C,Base,115.72,13,7,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,150.23988468750002,75426,4,5,0
611,12.114704057142855,1,C,Base,115.66,13,0,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,4.8,1,252.38966785714285,635862,0,6,0
318,10.11376,1,C,Hogar,107.0,10,8,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,4.9,1,206.40326530612248,3,2,2,0
317,12.892859635000002,1,C,Hogar,104.0,13,11,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,4.9,1,263.11958438775514,635862,0,1,1
594,9.322232500000002,1,C,Hogar,98.07,13,0,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,4.9,1,190.24964285714287,5,3,2,1
315,11.59019613,1,BC,Hogar,93.0,10,7,25.65235,-100.26606,Clásico,UT_DENSIDAD,4.9,1,236.5346148979592,635862,1,1,0
314,12.947347290000002,1,C,Base,107.0,13,13,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,4.8,1,269.73640187500007,635862,0,1,1
597,11.183104085,1,C,Hogar,110.73,14,0,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,4.9,1,228.22661397959183,635862,2,5,0
598,13.10648395,1,C,Hogar,96.69,12,0,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,4.9,1,267.4792642857143,635862,0,3,0
599,9.45328251904762,1,C,Hogar,114.63,13,6,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,4.9,1,192.9241330417881,635862,3,4,1
585,5.9719253000000005,1,C,Hogar,112.9,12,0,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,4.9,1,121.87602653061224,635862,3,3,0
519,9.614747025000002,1,C,Base,115.03,13,6,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,200.30722968750007,635862,0,5,0
536,9.243689450000002,1,C,Hogar,114.87,13,10,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,4.9,1,188.64672346938775,635862,1,3,0
541,12.58980934,1,C,Hogar,109.97,13,7,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,4.9,1,256.9348844897959,635862,0,5,0
557,14.277111275,1,C,Hogar,84.08,12,4,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,4.9,1,291.3696178571429,3,3,5,1
559,11.47226941904762,1,C,Hogar,92.18,13,8,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,4.9,1,234.12794732750243,13,0,1,0
562,5.84733870952381,1,C,Hogar,104.62,13,0,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,4.9,1,119.33344305150632,3,2,4,0
564,11.260610765,1,C,Hogar,115.51,13,0,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,229.8083829591837,3,4,4,0
571,14.293469175000002,1,C,Hogar,112.89,13,0,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,4.9,1,291.70345255102046,5,1,2,0
332,7.64151700952381,1,B,Receso,136.0,13,6,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,5.16,1,148.09141491325212,4,0,0,0
324,12.11066019,1,C,Hogar,97.0,13,5,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,4.9,1,247.15633040816329,3,5,2,0
582,10.29572888,1,C,Hogar,120.33,11,0,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,4.9,1,210.1169159183673,174,2,2,0
583,9.707003226315791,1,C,Hogar,113.5,13,0,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,4.9,1,198.10210665950595,635862,1,5,0
329,9.05524047,1,C,Receso,71.0,13,5,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,5.16,1,175.48915639534886,635862,1,0,0
575,11.401412505,1,C,Hogar,99.73,13,4,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,4.9,1,232.68188785714284,635862,0,3,1
326,12.527837642105265,1,B,Hogar,118.0,12,4,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,4.9,1,255.67015596133191,5,3,2,1
328,7.396943965000001,1,C,Receso,116.0,10,6,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,5.16,1,143.3516272286822,635862,2,0,0
327,13.746249920000002,1,C,Hogar,98.0,10,9,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,4.9,1,280.53571265306124,635862,0,2,1
878,8.694796685000002,2,C,Hogar,111.7,12,10,26.03851,-98.35729,Hogar Reunión,UT_DENSIDAD,4.9,1,177.44483030612247,4,1,4,1
856,6.063085900000001,2,C,Receso,0.0,0,0,26.04652,-98.38172,Parada Técnica,UT_TRAFICO_VEHICULAR,5.16,1,117.50166472868216,2,2,0,1
855,4.706135471428572,2,B,Base,0.0,0,0,26.04971,-98.31442,Clásico,UT_TRAFICO_VEHICULAR,4.8,0,98.04448898809524,979,0,0,0
854,5.687004783333333,2,C,Hogar,0.0,0,0,26.04082,-98.31979,Hogar Reunión,UT_DENSIDAD,4.9,1,116.06132210884353,979,0,0,0
848,6.238013157142857,2,C,Hogar,0.0,0,0,26.09732,-98.29138,Hogar Reunión,UT_DENSIDAD,4.9,1,127.30639096209912,691557,0,0,0
