TIENDA_ID,VENTA_TOTAL,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,Meta_venta,Above_Goal,Percentage_of_Goal,ENTORNO_DES_Base,ENTORNO_DES_Hogar,ENTORNO_DES_Peatonal,ENTORNO_DES_Receso,SEGMENTO_MAESTRO_DESC_Barrio Competido,SEGMENTO_MAESTRO_DESC_Clásico,SEGMENTO_MAESTRO_DESC_Hogar Reunión,SEGMENTO_MAESTRO_DESC_Oficinistas,SEGMENTO_MAESTRO_DESC_Parada Técnica,LID_UBICACION_TIENDA_UT_CARRETERA_GAS,LID_UBICACION_TIENDA_UT_DENSIDAD,LID_UBICACION_TIENDA_UT_GAS_URBANA,LID_UBICACION_TIENDA_UT_TRAFICO_PEATONAL,LID_UBICACION_TIENDA_UT_TRAFICO_VEHICULAR
663,4.53157283,1,2.0,115.76,13,0,25.71882,-100.16863,4.8,0,94.40776729166669,True,False,False,False,False,False,True,False,False,False,False,False,False,True
639,11.339586405000002,1,2.0,113.85,13,0,25.71143,-100.15224,4.9,1,231.42013071428576,False,True,False,False,False,False,True,False,False,False,True,False,False,False
642,6.061143275000001,1,2.0,88.39,13,0,25.70438,-100.22197,5.16,1,117.46401695736436,False,False,False,True,False,False,False,True,False,False,False,False,True,False
299,9.069254255,1,2.0,94.0,10,9,25.68426,-100.21374,4.9,1,185.08682153061224,False,True,False,False,False,False,True,False,False,False,False,False,False,True
298,9.42234233809524,1,2.0,103.3,13,5,25.67933,-100.24593,4.2,1,224.34148424036283,False,False,True,False,False,False,False,True,False,False,False,False,True,False
644,6.207546965000001,1,2.0,105.69,13,0,25.7036,-100.15854,4.8,1,129.3238951041667,True,False,False,False,False,False,True,False,False,False,False,False,True,False
296,13.193209065,1,2.0,86.0,13,5,25.66105,-100.25257,4.9,1,269.24916459183675,False,True,False,False,False,True,False,False,False,False,False,True,False,False
652,7.795995395,1,2.0,113.23,14,0,25.65635,-100.26234,4.8,1,162.4165707291667,True,False,False,False,False,True,False,False,False,False,False,False,False,True
653,7.388870936842107,1,2.0,112.09,13,0,25.69885,-100.12075,4.9,1,150.79328442534913,False,True,False,False,False,True,False,False,False,False,True,False,False,False
292,14.18741014,1,2.0,114.0,13,11,25.72188,-100.20232,4.9,1,289.5389824489796,False,True,False,False,False,False,True,False,False,False,False,True,False,False
291,13.456215200000004,1,2.0,108.91,13,10,25.68419,-100.24388,4.9,1,274.61663673469394,False,True,False,False,False,False,True,False,False,False,True,False,False,False
731,8.041870176190477,1,2.0,117.97,15,0,25.67493,-100.20706,4.8,1,167.5389620039683,True,False,False,False,False,False,True,False,False,False,False,True,False,False
289,7.437340716666666,1,2.0,114.04,13,9,25.70314,-100.23122,4.9,1,151.78246360544216,False,True,False,False,False,False,True,False,False,False,False,True,False,False
288,8.482491630000002,1,1.0,104.0,13,11,25.67442,-100.20493,4.8,1,176.71857562500003,True,False,False,False,False,False,True,False,False,False,False,False,False,True
667,9.809004780952382,1,2.0,122.19,13,0,25.73719,-100.15527,4.9,1,200.1837710398445,False,True,False,False,False,False,True,False,False,False,True,False,False,False
668,10.352029321052632,1,2.0,93.08,13,0,25.72812,-100.18563,4.9,1,211.26590451127825,False,True,False,False,False,False,True,False,False,False,True,False,False,False
285,21.333842475000004,1,4.0,130.46,13,7,25.64192,-100.26826,4.9,1,435.3845403061225,False,True,False,False,False,True,False,False,False,False,True,False,False,False
671,11.011182995000002,1,2.0,114.21,13,0,25.67863,-100.26725,4.8,1,229.3996457291667,True,False,False,False,False,False,True,False,False,False,False,False,False,True
674,10.060708445,1,2.0,114.34,13,0,25.69528,-100.20643,4.9,1,205.32058051020408,False,True,False,False,False,False,True,False,False,False,True,False,False,False
281,18.279075,1,2.5,121.54,13,8,25.69659,-100.25507,4.9,1,373.0423469387754,False,True,False,False,False,False,True,False,False,False,True,False,False,False
677,5.736803768421053,1,2.0,110.81,13,0,25.68325,-100.23067,4.9,1,117.07762792696026,False,True,False,False,False,False,False,False,True,False,True,False,False,False
834,6.125297508333333,1,2.0,101.33,13,0,25.70647,-100.22508,4.9,1,125.00607159863944,False,True,False,False,False,False,True,False,False,False,True,False,False,False
792,6.94875571904762,1,2.0,87.25,0,0,25.67762,-100.25978,4.2,1,165.44656473922902,False,False,True,False,False,False,False,True,False,False,False,False,True,False
164,10.665810245,1,1.5,18.72,12,9,25.73369,-100.19908,4.8,1,222.20438010416663,True,False,False,False,False,False,True,False,False,False,False,True,False,False
231,11.6844924,1,1.5,116.5,13,9,25.70295,-100.25852,4.9,1,238.4590285714285,False,True,False,False,False,False,True,False,False,False,False,True,False,False
823,7.426054326666668,1,2.0,108.66,0,0,25.66404,-100.23363,4.9,1,151.55212911564627,False,True,False,False,False,False,True,False,False,False,True,False,False,False
824,5.729058723076923,1,2.0,97.92,0,0,25.7371,-100.16613,4.9,1,116.91956577708004,False,True,False,False,False,False,True,False,False,False,True,False,False,False
182,15.74997888,1,2.5,111.9,13,5,25.68312,-100.2139,4.9,1,321.42814040816324,False,True,False,False,False,False,True,False,False,False,True,False,False,False
223,13.81838042,1,2.5,128.96,12,9,25.66976,-100.23605,4.9,1,282.00776367346936,False,True,False,False,False,False,True,False,False,False,False,True,False,False
828,5.28960079,1,2.0,0.0,0,0,25.6678,-100.2209,4.9,1,107.9510365306122,False,True,False,False,False,False,True,False,False,False,True,False,False,False
832,4.95920763,1,2.0,66.04,0,0,25.66925,-100.237,4.9,1,101.2083189795918,False,True,False,False,False,False,True,False,False,False,True,False,False,False
245,9.3259499,1,1.0,116.0,10,8,25.73065,-100.18657,4.9,1,190.3255081632653,False,True,False,False,False,False,True,False,False,False,True,False,False,False
188,7.884062495,1,2.5,95.3,13,7,25.68763,-100.24615,5.16,1,152.79190881782944,False,False,False,True,False,False,False,False,True,False,False,True,False,False
191,4.544380538095238,1,1.5,131.5,11,0,25.69273,-100.24576,5.16,0,88.06939027316353,False,False,False,True,False,True,False,False,False,False,False,True,False,False
847,2.5033903909090918,1,2.0,100.4,13,0,25.71567,-100.1601,4.9,0,51.08959981447124,False,True,False,False,False,False,True,False,False,False,False,True,False,False
193,10.237400810526315,1,1.5,95.54,10,9,25.73871,-100.18913,4.9,1,208.92654715359825,False,True,False,False,False,False,True,False,False,False,True,False,False,False
212,17.79098457,1,1.5,134.24,12,10,25.69344,-100.1831,4.8,1,370.645511875,True,False,False,False,False,False,False,False,True,True,False,False,False,False
211,13.200397647368424,1,2.0,127.62,12,11,25.74447,-100.17476,4.9,1,269.3958703544576,False,True,False,False,False,False,True,False,False,False,True,False,False,False
199,7.170213142105264,1,1.5,113.0,11,11,25.72332,-100.19058,4.8,1,149.37944046052633,True,False,False,False,False,False,True,False,False,False,False,False,False,True
873,1.8336358,1,2.0,58.12,0,0,25.69741,-100.13975,5.16,0,35.53557751937985,False,False,False,True,False,False,False,False,True,False,False,False,False,True
254,9.77958648,1,2.0,113.0,12,7,25.66872,-100.2344,4.9,1,199.58339755102045,False,True,False,False,False,False,True,False,False,False,False,True,False,False
735,13.004341535,1,2.0,83.57,12,0,25.71611,-100.18296,4.9,1,265.3947252040816,False,True,False,False,False,False,True,False,False,False,True,False,False,False
746,6.772854205,1,2.0,104.1,15,0,25.6867,-100.19352,4.9,1,138.2215143877551,False,True,False,False,False,False,True,False,False,False,True,False,False,False
141,13.819669055555558,1,2.5,98.5,11,6,25.68098,-100.23912,4.9,1,282.0340623582767,False,True,False,False,False,False,True,False,False,False,True,False,False,False
259,6.500824785000001,1,2.0,99.08,10,0,25.67765,-100.2596,4.8,1,135.43384968750004,True,False,False,False,False,False,False,True,False,False,False,False,True,False
753,7.46710738,1,2.0,103.64,14,0,25.72788,-100.18008,4.9,1,152.38994653061224,False,True,False,False,False,False,True,False,False,False,True,False,False,False
754,7.65839700952381,1,2.0,119.75,15,0,25.71732,-100.19217,4.9,1,156.29381652089407,False,True,False,False,False,False,True,False,False,False,True,False,False,False
145,10.71716423,1,2.5,112.5,13,6,25.66404,-100.21449,4.9,1,218.71763734693877,False,True,False,False,False,False,True,False,False,False,True,False,False,False
765,16.600336185,1,2.0,94.42,13,0,25.69325,-100.23738,4.9,1,338.782371122449,False,True,False,False,False,False,False,True,False,False,True,False,False,False
766,10.111984715000002,1,2.0,118.52,15,0,25.72372,-100.14054,4.8,1,210.66634822916672,True,False,False,False,False,False,True,False,False,False,False,False,False,True
395,11.943769245000002,1,2.0,79.55,10,4,25.67661,-100.24879,4.9,1,243.7503927551021,False,True,False,False,False,False,True,False,False,False,True,False,False,False
253,9.02441981,1,2.0,117.0,12,11,25.72968,-100.17269,4.9,1,184.17183285714287,False,True,False,False,False,False,True,False,False,False,True,False,False,False
769,10.251090165,1,2.0,108.8,15,0,25.69461,-100.17078,4.8,1,213.56437843750004,True,False,False,False,False,False,False,True,False,False,False,False,False,True
152,10.848061545000002,1,2.5,102.1,13,8,25.66861,-100.24023,4.9,1,221.389011122449,False,True,False,False,False,False,True,False,False,False,True,False,False,False
783,8.067115357142857,1,2.0,114.47,14,0,25.6989,-100.1506,4.9,1,164.6350072886297,False,True,False,False,False,False,True,False,False,False,True,False,False,False
789,7.828285945,1,2.0,100.7,0,0,25.71404,-100.17443,4.9,1,159.7609376530612,False,True,False,False,False,False,True,False,False,False,True,False,False,False
248,8.780713080000002,1,1.5,100.28,13,7,25.70751,-100.19946,4.8,1,182.93152250000009,True,False,False,False,False,False,False,True,False,False,False,True,False,False
156,12.170915715789477,1,2.5,115.0,11,0,25.67567,-100.22221,4.9,1,248.3860350161117,False,True,False,False,False,False,True,False,False,False,True,False,False,False
247,9.44772310952381,1,1.0,104.6,13,10,25.69494,-100.21911,4.9,1,192.81067570456756,False,True,False,False,False,False,True,False,False,False,True,False,False,False
474,7.71549998,1,2.0,115.79,13,11,25.71698,-100.13154,4.9,1,157.4591832653061,False,True,False,False,False,False,True,False,False,False,True,False,False,False
453,9.109449695,1,2.0,107.02,13,8,25.74442,-100.16092,4.8,1,189.78020197916663,True,False,False,False,False,False,True,False,False,False,False,True,False,False
455,4.764284390476191,1,2.0,119.51,13,7,25.73055,-100.18982,4.9,0,97.23029368318755,False,True,False,False,False,False,True,False,False,False,True,False,False,False
366,9.399610794444444,1,2.0,100.0,10,7,25.66606,-100.26935,4.9,1,191.828791723356,False,True,False,False,False,False,True,False,False,False,False,True,False,False
365,13.220193585,1,2.0,97.54,13,5,25.6751,-100.21091,4.8,1,275.4206996875,True,False,False,False,False,False,False,True,False,False,False,False,True,False
456,10.464374685,1,2.0,127.9,13,10,25.74066,-100.1661,4.9,1,213.55866704081632,False,True,False,False,False,False,True,False,False,False,True,False,False,False
457,8.270472585,1,2.0,81.3,10,7,25.73088,-100.15723,4.9,1,168.78515479591834,False,True,False,False,False,False,True,False,False,False,True,False,False,False
458,8.291462833333334,1,2.0,101.46,13,5,25.70524,-100.20732,4.9,1,169.21352721088437,False,True,False,False,False,False,True,False,False,False,True,False,False,False
361,9.497464365,1,2.0,93.0,12,5,25.71936,-100.16773,4.9,1,193.8258033673469,False,True,False,False,False,False,True,False,False,False,True,False,False,False
464,5.834978731578948,1,2.0,138.92,13,6,25.70318,-100.24274,4.9,1,119.08119860365198,False,True,False,False,False,False,True,False,False,False,True,False,False,False
358,7.781591247368422,1,2.0,93.0,10,11,25.70128,-100.16365,4.8,1,162.11648432017546,True,False,False,False,False,False,True,False,False,False,False,True,False,False
447,5.9776830809523815,1,2.0,83.9,13,5,25.73034,-100.16336,4.9,1,121.99353226433432,False,True,False,False,False,False,True,False,False,False,False,False,False,True
356,13.03742832,1,2.0,77.0,10,8,25.66098,-100.26814,4.9,1,266.06996571428573,False,True,False,False,False,False,True,False,False,False,False,False,False,True
355,13.097837461111112,1,2.0,90.0,10,6,25.66743,-100.25439,4.9,1,267.3028053287982,False,True,False,False,False,False,True,False,False,False,False,False,False,True
484,16.359413840000002,1,2.0,115.75,13,10,25.71093,-100.13501,4.9,1,333.8655885714286,False,True,False,False,False,False,True,False,False,False,True,False,False,False
493,14.986929745,1,2.0,119.41,13,9,25.68103,-100.25271,4.8,1,312.22770302083336,True,False,False,False,False,False,True,False,False,False,False,False,False,True
352,11.76433013,1,2.0,105.0,10,8,25.74532,-100.17814,4.8,1,245.0902110416667,True,False,False,False,False,False,False,False,True,False,False,True,False,False
351,9.03051544,1,2.0,93.0,10,7,25.67929,-100.26519,4.8,1,188.1357383333333,True,False,False,False,False,False,False,True,False,False,False,True,False,False
495,7.609147320000001,1,2.0,115.7,13,11,25.66923,-100.23264,4.8,1,158.52390250000002,True,False,False,False,False,False,True,False,False,False,False,False,False,True
503,10.331674695,1,2.0,81.59,11,8,25.67292,-100.25155,4.9,1,210.85050397959185,False,True,False,False,False,False,True,False,False,False,True,False,False,False
348,14.527182290000002,1,2.0,100.0,10,11,25.69414,-100.1901,4.9,1,296.4731079591837,False,True,False,False,False,False,True,False,False,False,True,False,False,False
506,9.509562140000002,1,2.0,105.66,13,8,25.70051,-100.18745,4.9,1,194.0726967346939,False,True,False,False,False,False,True,False,False,False,True,False,False,False
401,11.161195994444446,1,2.0,92.52,12,9,25.71205,-100.16304,4.9,1,227.77951009070296,False,True,False,False,False,False,True,False,False,False,False,False,False,True
389,14.021941095000004,1,2.5,98.08,12,9,25.74648,-100.19411,4.8,1,292.1237728125001,True,False,False,False,False,False,True,False,False,False,False,True,False,False
402,9.184429952380954,1,2.0,103.27,13,9,25.72369,-100.16661,4.9,1,187.43734596695825,False,True,False,False,False,False,True,False,False,False,False,False,False,True
404,12.013716555,1,2.0,112.87,13,9,25.67993,-100.25752,4.8,1,250.2857615625,True,False,False,False,False,False,False,True,False,False,True,False,False,False
406,9.87037771111111,1,2.0,76.69,10,5,25.6645,-100.26545,4.9,1,201.43627981859407,False,True,False,False,False,True,False,False,False,False,True,False,False,False
407,8.995251194444444,1,2.0,118.47,13,7,25.73733,-100.20671,4.8,1,187.40106655092592,True,False,False,False,False,False,False,True,False,False,False,True,False,False
409,7.380257195000001,1,2.0,95.68,13,7,25.66723,-100.22505,4.9,1,150.6174937755102,False,True,False,False,False,False,True,False,False,False,False,False,False,True
411,7.979728945000001,1,2.0,109.85,13,9,25.70931,-100.1846,4.9,1,162.851611122449,False,True,False,False,False,False,True,False,False,False,False,False,False,True
417,8.762749545000002,1,2.0,95.22,12,8,25.66245,-100.23941,4.8,1,182.55728218750005,True,False,False,False,False,False,True,False,False,False,False,False,False,True
423,10.974402055555556,1,2.0,85.18,12,6,25.6728,-100.23769,4.8,1,228.63337615740744,True,False,False,False,False,False,True,False,False,False,False,False,False,True
635,10.76937693,1,2.0,120.27,14,0,25.6638,-100.25769,4.8,1,224.362019375,True,False,False,False,False,False,True,False,False,False,False,False,False,True
425,16.84638194,1,2.0,116.15,13,7,25.73241,-100.17578,4.9,1,343.80371306122447,False,True,False,False,False,False,True,False,False,False,True,False,False,False
427,10.617357910526318,1,2.0,122.63,13,9,25.73371,-100.18386,4.9,1,216.68077368421052,False,True,False,False,False,False,True,False,False,False,True,False,False,False
431,9.917488535,1,2.0,119.24,13,8,25.66744,-100.2239,4.9,1,202.3977252040816,False,True,False,False,False,False,True,False,False,False,True,False,False,False
433,8.13499292,1,2.0,127.4,13,10,25.70933,-100.23586,4.8,1,169.4790191666667,True,False,False,False,False,False,True,False,False,False,True,False,False,False
438,10.506355805555556,1,2.0,117.61,13,7,25.69605,-100.21036,4.9,1,214.41542460317456,False,True,False,False,False,False,True,False,False,False,True,False,False,False
374,18.211008395,1,2.0,107.92,13,11,25.72258,-100.14044,4.8,1,379.3960082291667,True,False,False,False,False,False,True,False,False,True,False,False,False,False
439,11.41661924,1,2.0,115.55,13,0,25.71549,-100.20702,4.9,1,232.9922293877551,False,True,False,False,False,False,True,False,False,False,True,False,False,False
372,15.579317680000004,1,1.5,80.56,12,11,25.65999,-100.23217,4.9,1,317.94525877551024,False,True,False,False,False,False,True,False,False,False,False,False,False,True
441,8.972848047368421,1,1.5,111.48,13,8,25.72353,-100.17124,4.9,1,183.119347905478,False,True,False,False,False,False,True,False,False,False,True,False,False,False
446,11.49582744761905,1,2.0,126.8,13,9,25.68774,-100.18129,4.9,1,234.6087234207969,False,True,False,False,False,False,True,False,False,False,True,False,False,False
612,13.71375252631579,1,2.0,101.06,12,0,25.74353,-100.17685,4.9,1,279.87250053705696,False,True,False,False,False,False,True,False,False,False,True,False,False,False
587,7.709476900000001,1,2.0,91.25,13,0,25.72789,-100.1931,4.9,1,157.33626326530614,False,True,False,False,False,False,True,False,False,False,True,False,False,False
346,15.102964057894738,1,2.0,90.0,10,4,25.74205,-100.19846,4.9,1,308.22375628356605,False,True,False,False,False,False,True,False,False,False,True,False,False,False
322,8.1948541,1,2.0,100.0,10,9,25.65836,-100.22371,4.8,1,170.72612708333335,True,False,False,False,False,False,True,False,False,False,True,False,False,False
321,8.98069834,1,2.0,102.0,10,9,25.70853,-100.15266,4.9,1,183.27955795918368,False,True,False,False,False,False,True,False,False,False,True,False,False,False
591,15.030141895000003,1,2.0,86.41,13,0,25.65561,-100.22113,4.9,1,306.7375896938776,False,True,False,False,False,False,True,False,False,False,True,False,False,False
302,12.917616105000002,1,1.5,130.0,13,13,25.67635,-100.26692,4.8,1,269.1170021875001,True,False,False,False,False,False,True,False,False,False,False,False,True,False
633,9.403171414285715,1,2.0,103.05,12,0,25.72512,-100.18482,4.9,1,191.90145743440235,False,True,False,False,False,False,True,False,False,False,True,False,False,False
616,7.246558695,1,2.0,96.93,12,0,25.70758,-100.16037,4.9,1,147.88895295918368,False,True,False,False,False,False,True,False,False,False,True,False,False,False
306,8.238654330000001,1,2.0,182.0,13,4,25.67946,-100.2584,4.8,1,171.63863187500004,True,False,False,False,False,False,False,True,False,False,True,False,False,False
307,12.446587465,1,2.0,114.0,13,9,25.66859,-100.26665,4.9,1,254.01198908163263,False,True,False,False,False,False,True,False,False,False,True,False,False,False
593,8.763930470000002,1,2.0,111.14,13,0,25.74583,-100.16589,4.9,1,178.85572387755104,False,True,False,False,False,False,True,False,False,False,True,False,False,False
509,7.211514465,1,2.0,115.72,13,7,25.66655,-100.21398,4.8,1,150.23988468750002,True,False,False,False,False,False,True,False,False,False,False,False,False,True
611,12.114704057142855,1,2.0,115.66,13,0,25.68666,-100.23036,4.8,1,252.38966785714285,True,False,False,False,True,False,False,False,False,False,True,False,False,False
318,10.11376,1,2.0,107.0,10,8,25.74066,-100.16799,4.9,1,206.40326530612248,False,True,False,False,False,False,True,False,False,False,True,False,False,False
317,12.892859635000002,1,2.0,104.0,13,11,25.66909,-100.26294,4.9,1,263.11958438775514,False,True,False,False,False,False,True,False,False,False,True,False,False,False
594,9.322232500000002,1,2.0,98.07,13,0,25.72671,-100.17316,4.9,1,190.24964285714287,False,True,False,False,False,False,True,False,False,False,True,False,False,False
315,11.59019613,1,2.5,93.0,10,7,25.65235,-100.26606,4.9,1,236.5346148979592,False,True,False,False,False,True,False,False,False,False,True,False,False,False
314,12.947347290000002,1,2.0,107.0,13,13,25.67509,-100.26958,4.8,1,269.73640187500007,True,False,False,False,False,False,True,False,False,False,True,False,False,False
597,11.183104085,1,2.0,110.73,14,0,25.6714,-100.21653,4.9,1,228.22661397959183,False,True,False,False,False,False,True,False,False,False,True,False,False,False
598,13.10648395,1,2.0,96.69,12,0,25.68012,-100.22238,4.9,1,267.4792642857143,False,True,False,False,False,False,True,False,False,False,True,False,False,False
599,9.45328251904762,1,2.0,114.63,13,6,25.67213,-100.23018,4.9,1,192.9241330417881,False,True,False,False,False,False,True,False,False,False,True,False,False,False
585,5.9719253000000005,1,2.0,112.9,12,0,25.66144,-100.21849,4.9,1,121.87602653061224,False,True,False,False,False,False,True,False,False,False,True,False,False,False
519,9.614747025000002,1,2.0,115.03,13,6,25.68449,-100.2262,4.8,1,200.30722968750007,True,False,False,False,False,False,True,False,False,False,False,False,False,True
536,9.243689450000002,1,2.0,114.87,13,10,25.6581,-100.22496,4.9,1,188.64672346938775,False,True,False,False,False,False,True,False,False,False,True,False,False,False
541,12.58980934,1,2.0,109.97,13,7,25.70214,-100.25043,4.9,1,256.9348844897959,False,True,False,False,False,False,True,False,False,False,True,False,False,False
557,14.277111275,1,2.0,84.08,12,4,25.6704,-100.21162,4.9,1,291.3696178571429,False,True,False,False,False,False,True,False,False,False,True,False,False,False
559,11.47226941904762,1,2.0,92.18,13,8,25.72444,-100.15672,4.9,1,234.12794732750243,False,True,False,False,False,False,True,False,False,False,True,False,False,False
562,5.84733870952381,1,2.0,104.62,13,0,25.69635,-100.20652,4.9,1,119.33344305150632,False,True,False,False,False,False,True,False,False,False,True,False,False,False
564,11.260610765,1,2.0,115.51,13,0,25.68658,-100.21385,4.9,1,229.8083829591837,False,True,False,False,False,False,True,False,False,False,False,False,False,True
571,14.293469175000002,1,2.0,112.89,13,0,25.74155,-100.18463,4.9,1,291.70345255102046,False,True,False,False,False,False,True,False,False,False,True,False,False,False
332,7.64151700952381,1,3.0,136.0,13,6,25.69665,-100.14323,5.16,1,148.09141491325212,False,False,False,True,False,False,False,True,False,False,True,False,False,False
324,12.11066019,1,2.0,97.0,13,5,25.69969,-100.21334,4.9,1,247.15633040816329,False,True,False,False,False,False,True,False,False,False,True,False,False,False
582,10.29572888,1,2.0,120.33,11,0,25.69596,-100.18514,4.9,1,210.1169159183673,False,True,False,False,False,False,True,False,False,False,True,False,False,False
583,9.707003226315791,1,2.0,113.5,13,0,25.66215,-100.22198,4.9,1,198.10210665950595,False,True,False,False,False,False,True,False,False,False,True,False,False,False
329,9.05524047,1,2.0,71.0,13,5,25.70334,-100.239,5.16,1,175.48915639534886,False,False,False,True,False,False,False,True,False,False,False,True,False,False
575,11.401412505,1,2.0,99.73,13,4,25.6737,-100.27038,4.9,1,232.68188785714284,False,True,False,False,False,False,True,False,False,False,True,False,False,False
326,12.527837642105265,1,3.0,118.0,12,4,25.7292,-100.17807,4.9,1,255.67015596133191,False,True,False,False,False,False,True,False,False,False,True,False,False,False
328,7.396943965000001,1,2.0,116.0,10,6,25.69583,-100.23188,5.16,1,143.3516272286822,False,False,False,True,False,False,False,True,False,False,False,True,False,False
327,13.746249920000002,1,2.0,98.0,10,9,25.67151,-100.25856,4.9,1,280.53571265306124,False,True,False,False,False,False,True,False,False,False,True,False,False,False
878,8.694796685000002,2,2.0,111.7,12,10,26.03851,-98.35729,4.9,1,177.44483030612247,False,True,False,False,False,False,True,False,False,False,True,False,False,False
856,6.063085900000001,2,2.0,0.0,0,0,26.04652,-98.38172,5.16,1,117.50166472868216,False,False,False,True,False,False,False,False,True,False,False,False,False,True
855,4.706135471428572,2,3.0,0.0,0,0,26.04971,-98.31442,4.8,0,98.04448898809524,True,False,False,False,False,True,False,False,False,False,False,False,False,True
854,5.687004783333333,2,2.0,0.0,0,0,26.04082,-98.31979,4.9,1,116.06132210884353,False,True,False,False,False,False,True,False,False,False,True,False,False,False
848,6.238013157142857,2,2.0,0.0,0,0,26.09732,-98.29138,4.9,1,127.30639096209912,False,True,False,False,False,False,True,False,False,False,True,False,False,False
851,4.950931242857143,2,2.0,0.0,0,0,26.06185,-98.32044,4.9,1,101.03941311953352,False,True,False,False,False,True,False,False,False,False,True,False,False,False
853,6.664353875000001,2,2.0,0.0,0,0,25.97227,-98.29033,4.9,1,136.00722193877553,False,True,False,False,False,False,True,False,False,False,True,False,False,False
798,7.6134471,2,2.0,0.0,0,0,25.99222,-98.09663,4.9,1,155.37647142857142,False,True,False,False,False,False,True,False,False,False,False,False,False,True
