ID,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,Ir,NIVELSOCIOECONOMICO_DES_A,NIVELSOCIOECONOMICO_DES_AB,NIVELSOCIOECONOMICO_DES_B,NIVELSOCIOECONOMICO_DES_BC,NIVELSOCIOECONOMICO_DES_C,NIVELSOCIOECONOMICO_DES_CD,NIVELSOCIOECONOMICO_DES_D,ENTORNO_DES_Base,ENTORNO_DES_Hogar,ENTORNO_DES_Peatonal,ENTORNO_DES_Receso,SEGMENTO_MAESTRO_DESC_Barrio Competido,SEGMENTO_MAESTRO_DESC_Clasico,SEGMENTO_MAESTRO_DESC_Hogar Reunion,SEGMENTO_MAESTRO_DESC_Oficinistas,SEGMENTO_MAESTRO_DESC_Parada Tecnica,LID_UBICACION_TIENDA_UT_CARRETERA_GAS,LID_UBICACION_TIENDA_UT_DENSIDAD,LID_UBICACION_TIENDA_UT_GAS_URBANA,LID_UBICACION_TIENDA_UT_TRAFICO_PEATONAL,LID_UBICACION_TIENDA_UT_TRAFICO_VEHICULAR,PLAZA_CVE_1.0,PLAZA_CVE_2.0,PLAZA_CVE_3.0,PLAZA_CVE_4.0,PLAZA_CVE_5.0,PLAZA_CVE_6.0
41.0,83.13,12.0,4.0,25.45995,-99.99653,0.9503999999999962,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
42.0,92.84,12.0,7.0,25.57826,-100.02549,0.3018000000000002,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
43.0,0.0,12.0,0.0,25.61009,-100.15445,0.15819999999999845,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
44.0,93.28,12.0,9.0,25.61295,-100.15086,0.7998000000000007,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
45.0,95.22,14.0,7.0,25.60885,-100.15186,0.9503999999999962,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
46.0,106.51,12.0,11.0,25.58484,-99.98952,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
47.0,79.57,12.0,6.0,24.86497,-99.561,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
48.0,99.74,12.0,6.0,25.19349,-99.83942,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
49.0,109.0,10.0,0.0,25.39686,-100.13477,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
51.0,110.27,12.0,6.0,24.85599,-99.53781,0.8491,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
52.0,104.08,12.0,6.0,25.65314,-100.1115,0.8999999999999944,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
53.0,103.21,12.0,10.0,25.15216,-99.84832,0.7503999999999997,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
54.0,121.5,12.0,9.0,25.18022,-99.83248,0.8498000000000001,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
55.0,115.53,12.0,10.0,25.47078,-100.17538,0.9503999999999962,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
56.0,98.35,12.0,7.0,25.67128,-100.08602,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
57.0,122.02,12.0,11.0,25.24865,-99.97038,0.9503999999999962,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
58.0,83.65,12.0,2.0,25.1883,-99.83526,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
59.0,142.67,12.0,10.0,25.25199,-99.70225,0.9503999999999962,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
61.0,106.78,12.0,10.0,25.79335,-99.17981,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
62.0,85.25,12.0,9.0,25.64195,-100.11259,0.9503999999999962,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
63.0,108.53,12.0,5.0,25.66645,-100.10365,0.9503999999999962,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
64.0,105.75,13.0,4.0,25.58841,-100.00187,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
65.0,103.01,12.0,4.0,24.8592,-99.55032,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
66.0,78.81,12.0,8.0,25.18693,-99.82255,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
67.0,97.71,12.0,6.0,25.67955,-100.11205,0.0751999999999992,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
68.0,102.87,13.0,7.0,25.64911,-100.1431,0.9503999999999962,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
69.0,101.82,12.0,7.0,25.61119,-100.17794,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
71.0,100.28,13.0,10.0,25.58097,-100.00314,0.05859999999999993,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
72.0,103.84,13.0,5.0,25.60005,-99.99983,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
73.0,104.45,13.0,9.0,25.59638,-100.02602,0.1503999999999984,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
74.0,102.85,13.0,9.0,25.58452,-100.00093,0.7491999999999996,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
75.0,104.8,13.0,6.0,24.86431,-99.57059,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
76.0,109.21,13.0,7.0,25.6064,-100.16801,0.9503999999999962,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
77.0,108.36,13.0,10.0,25.22275,-99.93358,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
78.0,115.44,13.0,9.0,25.68897,-100.11577,0.9503999999999962,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
79.0,106.62,13.0,10.0,24.8547,-99.56993,0.9503999999999962,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
81.0,114.06,13.0,6.0,25.56297,-99.97865,0.9503999999999962,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
82.0,112.21,13.0,6.0,24.85338,-99.55459,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
83.0,106.7,13.0,5.0,25.5778,-100.01034,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
84.0,96.9,12.0,6.0,25.40713,-100.13747,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
85.0,116.98,14.0,10.0,25.64717,-100.09112,0.03135000000000025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
86.0,116.12,12.0,9.0,25.68957,-100.11101,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
87.0,121.22,14.0,10.0,24.87257,-99.57919,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
88.0,89.67,11.0,7.0,25.3844,-100.11426,0.9503999999999962,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
89.0,115.77,12.0,9.0,25.64365,-100.08587,0.8540999999999995,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
91.0,126.7,11.0,11.0,24.86346,-99.52436,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
92.0,121.2,12.0,11.0,25.28406,-100.01023,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
93.0,92.17,11.0,6.0,25.61114,-100.04841,0.007299999999999982,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
94.0,124.93,13.0,11.0,25.2663,-100.00712,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
95.0,107.87,12.0,11.0,24.86121,-99.5874,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
96.0,92.45,11.0,10.0,25.64882,-100.11601,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
97.0,113.55,13.0,0.0,25.19287,-99.82562,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
98.0,128.13,12.0,5.0,24.8886,-99.67181,0.9503999999999962,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
99.0,0.0,13.0,0.0,24.8691,-99.55367,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
101.0,0.0,13.0,0.0,25.6252,-100.11314,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
102.0,0.0,13.0,0.0,25.20612,-99.83051,0.9503999999999962,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
103.0,0.0,13.0,0.0,25.30148,-100.03258,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
104.0,0.0,13.0,0.0,25.66592,-100.09583,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
105.0,0.0,13.0,0.0,25.18256,-99.81497,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
106.0,0.0,13.0,0.0,25.20434,-99.84566,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
107.0,0.0,13.0,0.0,24.88132,-99.55085,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
108.0,0.0,13.0,0.0,25.28456,-100.01976,0.9503999999999962,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
109.0,0.0,13.0,0.0,25.6497,-100.07945,0.04070000000000011,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
111.0,0.0,13.0,0.0,25.58972,-99.99443,0.1545999999999987,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
112.0,0.0,13.0,0.0,25.63771,-100.14633,0.9503999999999962,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
113.0,105.58,12.0,6.0,25.6422,-100.27802,0.8999999999999944,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
114.0,118.6,10.0,0.0,25.27831,-100.02243,0.9503999999999962,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
115.0,160.2,12.0,0.0,25.78965,-100.14666,0.9503999999999962,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
116.0,71.5,10.0,0.0,25.65226,-100.2795,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
117.0,87.62,11.0,11.0,25.71883,-100.19133,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
118.0,112.38,10.0,0.0,25.608,-100.27007,0.9503999999999962,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
119.0,0.0,12.0,0.0,25.65988,-100.29136,1.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
121.0,81.61,10.0,0.0,25.64548,-100.29303,0.9031999999999991,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
122.0,0.0,12.0,0.0,25.60406,-100.2678,0.9503999999999962,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
123.0,126.17,10.0,0.0,25.50882,-100.19437,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
124.0,122.17,10.0,0.0,25.46137,-100.17089,0.9503999999999962,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
125.0,141.9,10.0,6.0,25.69017,-100.25164,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
126.0,127.42,13.0,7.0,25.69107,-100.21261,0.851,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
127.0,132.0,12.0,5.0,25.66474,-100.20913,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
128.0,95.54,10.0,6.0,25.65119,-100.19772,0.9503999999999962,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
129.0,83.99,13.0,10.0,25.6808,-100.24372,0.9503999999999962,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
131.0,99.65,12.0,8.0,25.64911,-100.26649,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
132.0,107.67,11.0,10.0,25.64953,-100.384,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
133.0,114.67,12.0,0.0,25.66034,-100.28202,0.9503999999999962,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
134.0,115.2,10.0,0.0,25.66256,-100.36801,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
135.0,124.5,12.0,7.0,25.69272,-100.25433,1.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
136.0,107.9,10.0,13.0,25.77565,-100.26596,1.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
137.0,128.96,12.0,10.0,25.78499,-100.25311,0.9503999999999962,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
138.0,114.4,10.0,0.0,25.65744,-100.36574,0.75315,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
139.0,129.6,10.0,0.0,25.63525,-100.37125,0.9503999999999962,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
141.0,98.5,11.0,6.0,25.68098,-100.23912,0.8481000000000003,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
142.0,131.12,13.0,9.0,25.7783,-100.18404,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
143.0,0.0,9.0,0.0,25.62531,-100.29113,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
144.0,121.21,10.0,0.0,24.88035,-99.58588,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
145.0,112.5,13.0,6.0,25.66404,-100.21449,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
146.0,84.02,12.0,5.0,25.65478,-100.38306,0.8503000000000005,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
147.0,0.0,12.0,0.0,25.65384,-100.28962,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
148.0,90.06,12.0,0.0,25.62791,-100.36239,1.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
149.0,0.0,13.0,0.0,25.60031,-100.26577,0.9503999999999962,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
151.0,0.0,12.0,0.0,25.62241,-100.28827,0.9503999999999962,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
152.0,102.1,13.0,8.0,25.66861,-100.24023,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
153.0,106.5,8.0,0.0,25.18819,-99.82875,0.9503999999999962,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
154.0,81.97,11.0,5.0,25.67178,-100.28287,0.9503999999999962,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
155.0,89.0,8.0,0.0,25.59048,-100.00025,0.9503999999999962,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
156.0,115.0,11.0,0.0,25.67567,-100.22221,0.9503999999999962,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
157.0,108.0,14.0,0.0,25.63502,-100.36374,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
158.0,0.0,12.0,0.0,25.64524,-100.27484,0.9503999999999962,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
