ID,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202411,202412,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA
32.0,677765.1,618036.05,682625.18,698543.8,547268.5,665589.98,665215.13,693466.71,751628.4,528360.7,493732.04,662921.87,680769.48,604900.48,681813.79,702633.87,897799.23,756546.03,764804.1,575463.33,283191.87,4.0,C,Hogar,83.92,9.0,0.0,25.66615,-100.13315,Hogar Reunion,UT_DENSIDAD
33.0,1429517.1,1322547.84,253601.97,122297.05,1242592.92,1354275.11,1585752.85,1497892.03,1787332.01,1333619.55,1276068.55,1562754.87,1489348.03,1286754.33,1578302.96,1413979.13,1650142.84,1567745.93,1532997.98,1431224.89,642202.9,6.0,C,Base,123.53,10.0,5.0,25.25546,-99.68657,Hogar Reunion,UT_TRAFICO_PEATONAL
34.0,830522.27,807954.26,969090.24,962773.32,1053099.68,1148960.67,1207725.3,1087994.07,1208229.58,1038763.03,915615.74,1029005.85,981664.41,974570.07,1190658.95,1117135.19,1289043.35,1236700.78,1214105.72,1077249.74,521632.16,6.0,C,Base,116.0,10.0,0.0,25.28155,-100.0205,Clasico,UT_DENSIDAD
35.0,737862.78,712678.24,840644.1,1229068.81,783911.02,1015907.75,1259831.07,982740.51,18099.17,68469.64,517395.48,893157.42,617857.3,672938.52,1040310.58,789970.63,887078.41,800551.41,987975.18,679728.76,274510.19,6.0,C,Receso,96.0,10.0,0.0,24.8626,-99.57939,Parada Tecnica,UT_CARRETERA_GAS
36.0,987016.47,982299.13,1084832.18,1138036.06,1252051.82,1397902.73,1411704.46,1296510.11,1325637.72,1134595.47,1039421.56,1279046.81,1239965.6,1145258.19,1376082.83,1322601.82,1509912.56,1379858.33,1335980.47,1206156.7,554099.15,6.0,C,Hogar,109.93,12.0,5.0,25.1755,-99.83795,Hogar Reunion,UT_DENSIDAD
37.0,528981.21,546790.44,599629.08,598101.76,623448.2,621640.72,674803.29,671340.72,704854.25,537787.18,499360.97,633112.07,764186.43,601428.74,654047.12,674291.56,909818.9,770236.83,661252.16,568730.13,272675.37,4.0,D,Hogar,109.93,12.0,0.0,25.61395,-100.17367,Hogar Reunion,UT_DENSIDAD
38.0,615101.81,686709.48,849091.84,914753.2,930324.49,1185463.15,1330758.41,1236102.18,1222890.3,843584.52,612001.12,738028.26,648234.47,646344.99,969219.25,669372.61,676946.13,619082.81,579559.7,648025.96,245778.1,6.0,C,Receso,105.05,12.0,12.0,25.6076,-99.64965,Parada Tecnica,UT_CARRETERA_GAS
39.0,643368.73,654710.12,799216.63,861915.31,863922.21,975567.44,973727.95,929115.45,917013.7,767353.86,664941.48,747287.0,31623.12,512427.67,731063.11,628002.08,806649.04,726485.89,824067.06,614743.81,243459.76,6.0,C,Receso,91.34,12.0,7.0,25.71129,-99.25392,Parada Tecnica,UT_CARRETERA_GAS
41.0,793458.71,797056.83,943911.64,1226267.95,986298.67,1219912.27,1293806.93,1158089.75,1008437.69,763015.72,689328.0,750878.11,816360.42,793885.44,1363984.32,1161275.69,1405913.72,971565.9,1071117.34,787770.82,333546.5,6.0,C,Base,83.13,12.0,4.0,25.45995,-99.99653,Parada Tecnica,UT_CARRETERA_GAS
42.0,630944.06,661513.47,768283.79,803793.69,872216.2,935374.25,940327.13,963360.37,1034696.93,838637.04,755592.45,886666.7,905798.23,763143.57,201053.9,234707.24,874610.17,866585.8,842789.27,723721.13,347814.6,6.0,D,Hogar,92.84,12.0,7.0,25.57826,-100.02549,Hogar Reunion,UT_DENSIDAD
43.0,513236.08,532862.31,629784.5,832129.17,857761.04,856684.3,843001.56,808635.81,997429.67,758132.34,669683.28,709333.65,823600.38,472144.86,555306.51,679376.4,845037.48,725202.5,645644.21,579156.26,257172.12,4.0,CD,Hogar,0.0,12.0,0.0,25.61009,-100.15445,Hogar Reunion,UT_DENSIDAD
44.0,699150.95,698565.42,752336.87,239848.71,11586.18,627370.54,810554.65,836983.88,920871.04,705442.43,734179.41,839822.04,886403.13,781817.24,934058.92,931453.27,1122277.57,1002869.38,956513.36,827133.5,411299.1,4.0,CD,Hogar,93.28,12.0,9.0,25.61295,-100.15086,Hogar Reunion,UT_DENSIDAD
45.0,656782.07,645629.16,666674.75,656305.51,739930.8,742208.14,696802.37,697536.65,963799.77,713783.41,647302.01,753040.17,946229.95,736597.88,812413.81,835211.04,1085887.46,900744.75,808034.63,640633.96,308974.8,4.0,CD,Hogar,95.22,14.0,7.0,25.60885,-100.15186,Hogar Reunion,UT_DENSIDAD
46.0,674463.62,661050.78,783867.88,754403.75,792716.79,893069.85,969032.18,1008473.9,1075574.62,924860.57,824729.88,875249.65,818348.63,784217.72,866529.21,889748.26,1047855.28,897524.61,892746.88,812194.08,400945.38,6.0,C,Hogar,106.51,12.0,11.0,25.58484,-99.98952,Hogar Reunion,UT_GAS_URBANA
47.0,777991.09,726705.23,833775.4,853840.39,912023.77,1009408.87,1047615.82,978190.97,979117.57,788672.35,748537.2,937163.29,811647.06,784600.57,988069.79,938662.7,1103293.56,925279.82,912661.56,783616.85,362662.95,6.0,C,Hogar,79.57,12.0,6.0,24.86497,-99.561,Hogar Reunion,UT_TRAFICO_PEATONAL
48.0,976371.4,1008342.68,1097925.08,1160531.55,1411977.29,1548487.34,1505517.06,1242179.38,1256452.72,1022885.5,935136.21,1032043.7,1026005.71,1064666.15,1262148.1,1102625.89,1234005.17,1096812.76,1098057.82,1090870.9,448557.54,6.0,C,Hogar,99.74,12.0,6.0,25.19349,-99.83942,Parada Tecnica,UT_GAS_URBANA
49.0,1412392.16,1348067.81,1599156.58,1905448.52,1610178.96,1881815.75,2150577.16,2047865.62,1900353.25,1510185.36,1398940.73,1661527.5,1443239.23,1425190.76,1912040.29,1677529.79,1955486.0,1760826.86,1973864.96,1642725.13,710525.58,6.0,C,Receso,109.0,10.0,0.0,25.39686,-100.13477,Hogar Reunion,UT_TRAFICO_VEHICULAR
51.0,1267566.18,1222099.11,1340662.23,1536941.53,1422692.03,182521.22,428900.61,1330404.32,1446145.88,1234003.73,1115027.2,1560356.21,1345069.9,1288989.11,1769588.21,1447800.26,1759246.87,1541720.82,1775387.75,1323055.1,621877.08,6.0,D,Base,110.27,12.0,6.0,24.85599,-99.53781,Hogar Reunion,UT_GAS_URBANA
52.0,708219.11,695761.38,766385.78,674532.15,707558.51,846679.53,868925.31,772294.67,868117.32,720388.48,624464.0,621250.68,645368.85,633293.14,722636.52,739476.61,1019129.01,923912.74,965975.81,785718.79,344322.04,4.0,C,Base,104.08,12.0,6.0,25.65314,-100.1115,Parada Tecnica,UT_GAS_URBANA
53.0,1147735.93,1119021.95,1336455.6,1702185.77,1286639.91,1399218.02,1491450.87,108562.62,1063905.1242000004,407614.21,859335.31,1031468.2,1008108.28,965378.15,1428105.68,1199439.38,1327204.84,1152417.78,1360355.41,942621.01,404367.87,6.0,C,Receso,103.21,12.0,10.0,25.15216,-99.84832,Parada Tecnica,UT_CARRETERA_GAS
54.0,1047930.27,1009917.34,1136204.78,1187453.76,271546.02,1783.14,883552.25,1136930.38,1149006.89,944879.81,891969.01,1058395.66,976884.33,961435.72,1218264.2,1074863.28,1242002.54,1124341.27,1153178.25,951482.3,455471.89,6.0,CD,Base,121.5,12.0,9.0,25.18022,-99.83248,Hogar Reunion,UT_TRAFICO_VEHICULAR
55.0,1089084.08,1153627.24,1356045.29,1462618.9,1426625.93,1634178.3,1667653.54,1655551.48,1706799.88,1480183.46,1325507.38,1446236.59,1225566.41,1297404.95,1593403.69,1541975.88,1532368.33,1516612.87,1892206.26,1389975.85,585277.51,6.0,C,Base,115.53,12.0,10.0,25.47078,-100.17538,Parada Tecnica,UT_CARRETERA_GAS
56.0,395412.09,390493.92,448712.19,488533.32,515199.35,562577.09,592805.85,593005.47,627634.32,515133.58,414977.29,477852.46,538848.81,408910.39,492386.94,563058.35,729005.72,630626.02,577364.55,422780.61,188214.25,4.0,D,Hogar,98.35,12.0,7.0,25.67128,-100.08602,Hogar Reunion,UT_DENSIDAD
57.0,711687.9,759020.84,944927.02,1220120.75,907526.62,1145073.58,1409466.35,1329407.68,1161305.48,826454.06,773072.13,936349.22,794095.91,980353.08,1628175.46,1193576.49,1349999.08,1098035.94,1178002.3,890199.62,339839.19,6.0,C,Receso,122.02,12.0,11.0,25.24865,-99.97038,Parada Tecnica,UT_CARRETERA_GAS
58.0,476359.02,464818.73,524110.92,507629.65,569549.02,683389.01,759224.39,739985.98,730544.27,596689.12,557217.05,584824.79,597731.05,565194.09,638653.95,640684.12,748289.91,690188.3,665426.04,610955.68,271859.06,6.0,C,Receso,83.65,12.0,2.0,25.1883,-99.83526,Oficinistas,UT_TRAFICO_PEATONAL
59.0,1024821.01,904383.38,1257722.38,1362958.51,973162.1,1133953.18,1287755.78,1207744.85,1283563.78,1018227.29,832373.19,1066201.92,1013240.39,893520.28,1197773.59,1040886.27,1170586.13,1033813.14,901932.34,933517.78,386768.03,6.0,CD,Base,142.67,12.0,10.0,25.25199,-99.70225,Hogar Reunion,UT_TRAFICO_VEHICULAR
61.0,1830015.45,1618793.39,1796510.28,1938773.44,1890222.35,1977589.18,2090148.88,1860074.91,1977012.46,1762998.58,1805919.47,1966996.97,1813779.45,1552811.3,1803630.48,1744761.98,2094254.39,1981372.32,1908384.96,1787898.95,871234.57,6.0,CD,Base,106.78,12.0,10.0,25.79335,-99.17981,Hogar Reunion,UT_TRAFICO_VEHICULAR
62.0,627967.04,640357.75,699936.39,771449.37,745311.56,789617.59,907140.99,691371.38,823756.97,714244.41,769700.66,910168.08,911620.0,818507.01,940167.52,853882.39,1025195.06,794471.41,855017.88,711923.83,326507.78,4.0,CD,Base,85.25,12.0,9.0,25.64195,-100.11259,Hogar Reunion,UT_DENSIDAD
63.0,1260437.84,1158882.84,1333566.41,1455100.87,1520922.39,1599193.01,1686563.49,1713399.47,1760476.55,1377643.22,1171649.12,1264611.24,1363815.99,1131986.0,1287742.06,1358517.64,1664928.08,1436421.51,1482367.36,1353032.75,634020.76,4.0,D,Hogar,108.53,12.0,5.0,25.66645,-100.10365,Hogar Reunion,UT_DENSIDAD
64.0,517316.78,501065.66,597140.21,542033.2,594923.08,646796.53,720322.77,690299.85,707909.87,594867.73,552308.12,561794.84,624932.13,540643.15,569581.91,593491.0,673663.74,614106.67,614049.67,486385.84,231280.75,6.0,C,Receso,105.75,13.0,4.0,25.58841,-100.00187,Oficinistas,UT_TRAFICO_VEHICULAR
65.0,1604395.11,1508476.37,1710370.75,1765783.86,1773875.96,1911638.6,2014275.33,1908391.65,1917182.34,1678351.08,1542362.6,1969613.08,1821104.51,1727312.43,2047486.26,1924153.35,2247979.14,2043771.02,2085518.72,1614438.77,793485.38,6.0,C,Hogar,103.01,12.0,4.0,24.8592,-99.55032,Hogar Reunion,UT_TRAFICO_VEHICULAR
66.0,1030689.41,991310.64,1060627.41,1044836.56,1103224.58,1194853.96,1206057.26,1128140.32,1213782.56,1054397.65,990526.52,1153496.82,1133870.3,1125504.58,1238218.13,1223086.59,1516654.13,1253674.44,1112876.36,1147845.79,519982.56,6.0,C,Hogar,78.81,12.0,8.0,25.18693,-99.82255,Hogar Reunion,UT_TRAFICO_VEHICULAR
67.0,602865.71,615529.43,691811.88,736440.64,723455.13,793394.57,806370.8,847150.0,593511.57,692418.55,629709.22,682992.0,627714.57,668004.82,747775.98,780303.26,961280.36,826842.57,826794.87,664014.68,313206.93,4.0,C,Receso,97.71,12.0,6.0,25.67955,-100.11205,Parada Tecnica,UT_CARRETERA_GAS
68.0,871211.79,831188.8,920675.46,1035976.3,1109187.58,1247211.54,1227809.32,1215790.44,1402313.15,1058549.18,1005402.57,1114189.45,1198437.97,960966.98,1133162.58,1176558.37,1529522.5,1280467.84,1212021.88,1018026.9,454861.83,4.0,D,Hogar,102.87,13.0,7.0,25.64911,-100.1431,Hogar Reunion,UT_GAS_URBANA
69.0,803192.61,829915.46,960797.64,993650.84,992905.08,1104520.95,1122060.98,1046515.93,1244942.83,934057.05,840176.77,993855.54,1054915.81,872819.06,1025523.31,1003983.25,1249479.86,1078538.5,1087528.49,857995.3,393362.87,4.0,C,Hogar,101.82,12.0,7.0,25.61119,-100.17794,Hogar Reunion,UT_DENSIDAD
71.0,535685.1,507836.4,571407.47,620040.48,626643.08,704056.87,790854.5,745944.19,766174.9,618317.41,567272.08,650041.09,643077.33,566015.91,657289.47,667738.25,832598.47,745489.55,742969.13,607615.17,286157.39,6.0,C,Base,100.28,13.0,10.0,25.58097,-100.00314,Parada Tecnica,UT_TRAFICO_VEHICULAR
72.0,1214305.84,1177525.3,1353943.3,1367204.94,1492528.22,1674786.19,1728474.93,1759248.91,1830816.6,1483088.26,1297550.14,1429193.97,1377666.5,1294091.56,1510037.03,1496556.07,1804954.65,1614006.54,1706188.58,1506591.99,721070.08,6.0,CD,Receso,103.84,13.0,5.0,25.60005,-99.99983,Parada Tecnica,UT_CARRETERA_GAS
73.0,623828.0,602406.71,694349.13,813987.03,807009.74,965335.26,1050426.48,960588.86,903178.27,649318.43,582623.72,633137.23,586695.01,577770.48,840977.35,748384.39,927981.13,810371.95,827270.95,581343.41,265125.65,6.0,C,Base,104.45,13.0,9.0,25.59638,-100.02602,Hogar Reunion,UT_TRAFICO_VEHICULAR
74.0,721802.19,721086.59,704855.24,600072.68,807486.27,771329.86,4361.25,187291.96,771988.08,777781.5,727590.45,731642.11,748616.27,724941.6,808492.67,829991.19,962709.36,842872.44,850421.63,807628.92,370821.1,6.0,C,Base,102.85,13.0,9.0,25.58452,-100.00093,Hogar Reunion,UT_TRAFICO_VEHICULAR
75.0,1268615.15,1220096.24,1377237.38,1342480.52,1423657.24,1582516.16,1642384.68,1560011.85,1661755.56,1412445.82,1296466.45,1453960.71,1394265.64,1362754.95,1487267.42,1496604.7,1757982.35,1524785.04,1571311.38,1359430.6,679210.83,6.0,C,Receso,104.8,13.0,6.0,24.86431,-99.57059,Oficinistas,UT_TRAFICO_PEATONAL
76.0,775145.42,637141.17,761465.56,755201.51,751721.41,810712.6,887546.12,782714.21,945170.21,784292.62,752672.14,826303.12,879560.02,763087.51,887878.12,949036.11,1022045.91,840905.89,809224.82,804452.93,399683.1,4.0,CD,Hogar,109.21,13.0,7.0,25.6064,-100.16801,Hogar Reunion,UT_DENSIDAD
77.0,914155.4,927643.55,1079588.43,1523813.87,1228253.09,1396122.27,1724909.9,1545673.23,1414015.32,1082401.0,993249.24,1208271.52,1070862.8,1070140.1,1685247.66,1297999.01,1518731.8,1387290.52,1622861.67,1073945.72,436671.79,6.0,C,Hogar,108.36,13.0,10.0,25.22275,-99.93358,Hogar Reunion,UT_TRAFICO_VEHICULAR
78.0,749547.37,696165.45,836560.0,804407.39,800752.06,907054.47,1070486.1,1033452.9,908514.8,818209.66,720556.56,831873.33,762067.49,716969.11,836843.13,878539.75,1120182.68,1027301.94,977916.43,977388.57,500208.7,4.0,CD,Hogar,115.44,13.0,9.0,25.68897,-100.11577,Hogar Reunion,UT_DENSIDAD
79.0,1057076.79,1054437.42,1199665.99,1353540.63,1282447.76,1482871.18,1638302.07,1532025.54,1551966.23,1307173.53,1213424.1,1471949.34,1271507.77,1206276.62,1501190.61,1334829.61,1614071.45,1420666.46,1456220.37,1203447.83,548827.82,6.0,CD,Base,106.62,13.0,10.0,24.8547,-99.56993,Hogar Reunion,UT_TRAFICO_VEHICULAR
81.0,781614.59,800357.38,962602.98,1064565.18,1098863.24,1311945.51,1428003.29,1389241.84,1486384.38,1067935.49,925808.8,1044744.0,987924.94,960298.64,1324389.95,1241714.5,1471320.55,1279055.03,1370353.69,1040956.85,433681.76,6.0,D,Hogar,114.06,13.0,6.0,25.56297,-99.97865,Hogar Reunion,UT_GAS_URBANA
82.0,1046396.57,1040604.6,1180199.57,1244818.64,1299916.03,1573050.62,1620592.03,1459963.9,1500116.8,1260818.95,1083056.37,1505437.64,1317770.52,1276652.47,1645751.04,1485787.96,1812313.81,1571250.17,1649582.32,1319109.52,680742.33,6.0,CD,Base,112.21,13.0,6.0,24.85338,-99.55459,Hogar Reunion,UT_TRAFICO_VEHICULAR
83.0,875926.83,855596.55,956651.49,874386.48,960199.01,1044564.16,1147208.55,1137620.18,1219076.16,1096989.98,980505.18,1133154.55,1087610.63,1022761.13,1180569.31,1120187.74,1315939.99,1203081.55,1150471.37,1059739.23,521028.04,6.0,C,Hogar,106.7,13.0,5.0,25.5778,-100.01034,Hogar Reunion,UT_DENSIDAD
84.0,1321570.37,1290496.61,1482612.86,1546188.61,1579730.25,1682707.38,1678361.49,1574359.76,1534899.83,1324175.29,1225578.03,1470950.03,1315568.89,1258580.06,1544392.71,1517894.59,1742901.17,1536554.88,1571277.03,1458235.44,635904.04,6.0,C,Hogar,96.9,12.0,6.0,25.40713,-100.13747,Hogar Reunion,UT_DENSIDAD
85.0,600438.45,568977.77,718154.35,658951.59,748298.67,779929.54,788847.38,735305.26,823717.49,609567.82,537822.21,559575.48,648696.71,601338.79,642425.42,704154.29,835415.47,759637.94,699067.17,712123.16,310839.31,4.0,C,Receso,116.98,14.0,10.0,25.64717,-100.09112,Oficinistas,UT_DENSIDAD
86.0,1329592.18,1230339.71,1404440.72,1459339.35,1475188.03,1601026.34,1704407.79,1748234.77,1946167.2,1669900.58,1508965.49,1636692.75,1621843.45,1426493.66,1621970.97,1547708.81,1917790.99,1640156.37,1670458.14,1613692.25,773163.28,4.0,C,Hogar,116.12,12.0,9.0,25.68957,-100.11101,Hogar Reunion,UT_DENSIDAD
