ID,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,NIVELSOCIOECONOMICO_DES_A,NIVELSOCIOECONOMICO_DES_AB,NIVELSOCIOECONOMICO_DES_B,NIVELSOCIOECONOMICO_DES_BC,NIVELSOCIOECONOMICO_DES_C,NIVELSOCIOECONOMICO_DES_CD,NIVELSOCIOECONOMICO_DES_D,ENTORNO_DES_Base,ENTORNO_DES_Hogar,ENTORNO_DES_Peatonal,ENTORNO_DES_Receso,SEGMENTO_MAESTRO_DESC_Barrio Competido,SEGMENTO_MAESTRO_DESC_Clasico,SEGMENTO_MAESTRO_DESC_Hogar Reunion,SEGMENTO_MAESTRO_DESC_Oficinistas,SEGMENTO_MAESTRO_DESC_Parada Tecnica,LID_UBICACION_TIENDA_UT_CARRETERA_GAS,LID_UBICACION_TIENDA_UT_DENSIDAD,LID_UBICACION_TIENDA_UT_GAS_URBANA,LID_UBICACION_TIENDA_UT_TRAFICO_PEATONAL,LID_UBICACION_TIENDA_UT_TRAFICO_VEHICULAR,PLAZA_CVE_1.0,PLAZA_CVE_2.0,PLAZA_CVE_3.0,PLAZA_CVE_4.0,PLAZA_CVE_5.0,PLAZA_CVE_6.0,Retble,dist_vecino
53.0,103.21,12.0,10.0,25.15216,-99.84832,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.01929050800213491
54.0,121.5,12.0,9.0,25.18022,-99.83248,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.006868609779096807
55.0,115.53,12.0,10.0,25.47078,-100.17538,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.004090195407651415
56.0,98.35,12.0,7.0,25.67128,-100.08602,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,No rentable,0.009723913811337939
57.0,122.02,12.0,11.0,25.24865,-99.97038,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.03163051218487179
58.0,83.65,12.0,2.0,25.1883,-99.83526,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,No rentable,0.0016807740782331013
59.0,142.67,12.0,10.0,25.25199,-99.70225,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.01605936800546808
61.0,106.78,12.0,10.0,25.79335,-99.17981,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.003090404246429471
62.0,85.25,12.0,9.0,25.64195,-100.11259,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.004821255020328461
63.0,108.53,12.0,5.0,25.66645,-100.10365,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0030672784356662697
64.0,105.75,13.0,4.0,25.58841,-100.00187,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,No rentable,0.0026285547896385724
65.0,103.01,12.0,4.0,24.8592,-99.55032,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.007218400274958846
66.0,78.81,12.0,8.0,25.18693,-99.82255,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.0018801064520804086
67.0,97.71,12.0,6.0,25.67955,-100.11205,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,No rentable,0.008005848063392947
68.0,102.87,13.0,7.0,25.64911,-100.1431,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,Rentable,0.009209630750308465
69.0,101.82,12.0,7.0,25.61119,-100.17794,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.003920459189386288
71.0,100.28,13.0,10.0,25.58097,-100.00314,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,No rentable,0.004181698433825782
72.0,103.84,13.0,5.0,25.60005,-99.99983,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.0078013973814230145
73.0,104.45,13.0,9.0,25.59638,-100.02602,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,No rentable,0.0005522671891752682
74.0,102.85,13.0,9.0,25.58452,-100.00093,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.004001962203236719
75.0,104.8,13.0,6.0,24.86431,-99.57059,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Rentable,0.0026726950288019817
76.0,109.21,13.0,7.0,25.6064,-100.16801,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.003358154454174059
77.0,108.36,13.0,10.0,25.22275,-99.93358,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.0450005555538665
78.0,115.44,13.0,9.0,25.68897,-100.11577,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.004797665829739986
79.0,106.62,13.0,10.0,24.8547,-99.56993,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.0049306493178306
81.0,114.06,13.0,6.0,25.56297,-99.97865,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,Rentable,0.0068899130136784205
82.0,112.21,13.0,6.0,24.85338,-99.55459,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.006207100776450045
83.0,106.7,13.0,5.0,25.5778,-100.01034,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.0025251729202076163
84.0,96.9,12.0,6.0,25.40713,-100.13747,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.004163952410177654
85.0,116.98,14.0,10.0,25.64717,-100.09112,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,No rentable,0.004114474406328692
86.0,116.12,12.0,9.0,25.68957,-100.11101,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.003901499694804768
87.0,121.22,14.0,10.0,24.87257,-99.57919,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,Rentable,0.00642720780378059
88.0,89.67,11.0,7.0,25.3844,-100.11426,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.006061394307054928
89.0,115.77,12.0,9.0,25.64365,-100.08587,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0038004475521323695
91.0,126.7,11.0,11.0,24.86346,-99.52436,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.008639589075004433
92.0,121.2,12.0,11.0,25.28406,-100.01023,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.0035456454241237826
93.0,92.17,11.0,6.0,25.61114,-100.04841,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,No rentable,0.008273777729831887
94.0,124.93,13.0,11.0,25.2663,-100.00712,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.0005646251321307416
95.0,107.87,12.0,11.0,24.86121,-99.5874,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.008129710919299933
96.0,92.45,11.0,10.0,25.64882,-100.11601,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.006245198136281116
97.0,113.55,13.0,0.0,25.19287,-99.82562,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.0031158465012742385
98.0,128.13,12.0,5.0,24.8886,-99.67181,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.08632512612841366
99.0,0.0,13.0,0.0,24.8691,-99.55367,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,Rentable,0.008019501140067798
101.0,0.0,13.0,0.0,25.6252,-100.11314,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0036723428535774547
102.0,0.0,13.0,0.0,25.20612,-99.83051,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.008769914449214669
103.0,0.0,13.0,0.0,25.30148,-100.03258,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.005458287279228251
104.0,0.0,13.0,0.0,25.66592,-100.09583,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,No rentable,0.005087022883557909
105.0,0.0,13.0,0.0,25.18256,-99.81497,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.007870991036143367
106.0,0.0,13.0,0.0,25.20434,-99.84566,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.0049862308732602865
107.0,0.0,13.0,0.0,24.88132,-99.55085,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Rentable,0.012541164204835042
108.0,0.0,13.0,0.0,25.28456,-100.01976,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.003099629029691363
109.0,0.0,13.0,0.0,25.6497,-100.07945,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,No rentable,0.003319050789327558
111.0,0.0,13.0,0.0,25.58972,-99.99443,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,No rentable,0.0018836663576920676
112.0,0.0,13.0,0.0,25.63771,-100.14633,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,Rentable,0.00297860719244943
113.0,105.58,12.0,6.0,25.6422,-100.27802,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0004110966875250176
114.0,118.6,10.0,0.0,25.27831,-100.02243,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.0011494786513067067
115.0,160.2,12.0,0.0,25.78965,-100.14666,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,Rentable,0.01561427557437954
116.0,71.5,10.0,0.0,25.65226,-100.2795,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.004557247051662087
117.0,87.62,11.0,11.0,25.71883,-100.19133,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,No rentable,0.0017279178571091248
118.0,112.38,10.0,0.0,25.608,-100.27007,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0014389235797547214
119.0,0.0,12.0,0.0,25.65988,-100.29136,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0047970513932204
121.0,81.61,10.0,0.0,25.64548,-100.29303,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0021996820097261224
122.0,0.0,12.0,0.0,25.60406,-100.2678,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.004264199622941977
123.0,126.17,10.0,0.0,25.50882,-100.19437,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.015744602244216737
124.0,122.17,10.0,0.0,25.46137,-100.17089,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.006346124827673056
125.0,141.9,10.0,6.0,25.69017,-100.25164,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Rentable,0.003706561448609345
126.0,127.42,13.0,7.0,25.69107,-100.21261,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.004658078862028307
127.0,132.0,12.0,5.0,25.66474,-100.20913,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.004977760443424223
128.0,95.54,10.0,6.0,25.65119,-100.19772,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0009126329366065066
129.0,83.99,13.0,10.0,25.6808,-100.24372,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Rentable,0.0013251797926685516
131.0,99.65,12.0,8.0,25.64911,-100.26649,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.003268409543263174
132.0,107.67,11.0,10.0,25.64953,-100.384,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.005333488563718512
133.0,114.67,12.0,0.0,25.66034,-100.28202,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0028776723879476635
134.0,115.2,10.0,0.0,25.66256,-100.36801,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.003400132620855031
135.0,124.5,12.0,7.0,25.69272,-100.25433,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.003706561448609345
136.0,107.9,10.0,13.0,25.77565,-100.26596,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.004232493430197518
137.0,128.96,12.0,10.0,25.78499,-100.25311,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,Rentable,0.004644749527933148
138.0,114.4,10.0,0.0,25.65744,-100.36574,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0010978618207984822
139.0,129.6,10.0,0.0,25.63525,-100.37125,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.007513521270959932
141.0,98.5,11.0,6.0,25.68098,-100.23912,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.004398920761092408
142.0,131.12,13.0,9.0,25.7783,-100.18404,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,Rentable,0.001996021434696188
143.0,0.0,9.0,0.0,25.62531,-100.29113,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0040730332565437795
144.0,121.21,10.0,0.0,24.88035,-99.58588,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.004600532612390842
145.0,112.5,13.0,6.0,25.66404,-100.21449,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.002561289061155098
146.0,84.02,12.0,5.0,25.65478,-100.38306,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0026599438443507552
147.0,0.0,12.0,0.0,25.65384,-100.28962,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Rentable,0.004818381323786629
