TIENDA_ID,MES_ID,VENTA_TOTAL,ENTORNO_DES,Meta_venta
846,202404,510410.55,Hogar,490000
346,202404,1727578.43,Hogar,490000
619,202404,704641.6,Hogar,490000
783,202404,907179.48,Hogar,490000
83,202404,1120187.74,Hogar,490000
558,202404,664100.29,Hogar,490000
251,202404,1417553.66,Receso,516000
849,202405,675470.46,Hogar,490000
694,202405,1420999.22,Receso,516000
474,202405,924163.14,Hogar,490000
66,202405,1516654.13,Hogar,490000
266,202405,680951.85,Receso,516000
906,202405,2566325.07,Hogar,490000
86,202405,1917790.99,Hogar,490000
117,202405,616161.15,Base,480000
713,202405,1620653.69,Base,480000
672,202405,1677161.16,Base,480000
682,202405,1184104.71,Hogar,490000
443,202405,1662993.51,Hogar,490000
2,202405,1140719.77,Hogar,490000
195,202405,885950.18,Hogar,490000
54,202405,1242002.54,Base,480000
885,202405,1269568.96,Receso,516000
793,202405,755966.08,Base,480000
285,202405,2426458.27,Hogar,490000
10,202405,669062.13,Base,480000
40,202405,2282472.88,Receso,516000
288,202405,988856.41,Base,480000
143,202405,1146977.39,Hogar,490000
842,202405,629879.59,Hogar,490000
850,202405,450058.14,Peatonal,420000
373,202405,1339554.76,Hogar,490000
555,202405,1412484.71,Hogar,490000
902,202405,921965.82,Hogar,490000
357,202405,1220375.92,Hogar,490000
945,202412,625641.82,Hogar,490000
404,202412,612022.96,Base,480000
82,202412,680742.33,Base,480000
431,202412,450296.44,Hogar,490000
92,202412,673454.51,Receso,516000
530,202412,390709.63,Hogar,490000
542,202412,448476.24,Hogar,490000
740,202412,356391.27,Hogar,490000
987,202412,427223.24,Hogar,490000
994,202412,552030.23,Hogar,490000
449,202412,501129.53,Hogar,490000
434,202412,336957.22,Hogar,490000
553,202412,417478.51,Base,480000
563,202412,467506.67,Base,480000
571,202412,765614.82,Hogar,490000
603,202412,293594.51,Base,480000
693,202412,246106.48,Hogar,490000
789,202412,334211.64,Hogar,490000
826,202412,246969.8,Base,480000
681,202412,352343.14,Hogar,490000
752,202412,531034.35,Base,480000
813,202412,569610.74,Hogar,490000
189,202412,490374.36,Base,480000
812,202412,259730.92,Hogar,490000
622,202412,309508.86,Base,480000
408,202411,1612946.41,Hogar,490000
564,202411,1019147.62,Hogar,490000
763,202411,326782.26,Base,480000
385,202411,1387991.58,Hogar,490000
380,202411,1037992.64,Base,480000
707,202405,1338712.89,Hogar,490000
779,202405,1190827.83,Base,480000
616,202412,279317.33,Hogar,490000
501,202411,1004930.88,Hogar,490000
491,202411,1046994.09,Hogar,490000
582,202411,864521.91,Hogar,490000
511,202411,720643.18,Hogar,490000
28,202411,915200.13,Hogar,490000
288,202411,886435.51,Base,480000
919,202411,1845898.43,Hogar,490000
885,202406,1123796.99,Receso,516000
507,202406,1903006.41,Hogar,490000
650,202406,1131207.31,Hogar,490000
424,202406,904398.27,Hogar,490000
470,202406,894711.53,Hogar,490000
533,202406,828950.02,Hogar,490000
171,202406,1020585.52,Hogar,490000
704,202406,991247.21,Base,480000
787,202406,936448.52,Hogar,490000
234,202406,1707922.22,Receso,516000
315,202406,1231745.03,Hogar,490000
206,202406,1209986.9,Receso,516000
532,202406,674348.2,Hogar,490000
341,202406,1437729.3,Base,480000
358,202406,771842.67,Base,480000
858,202406,390639.48,Receso,516000
295,202407,1881753.97,Receso,516000
910,202407,1225677.39,Hogar,490000
148,202402,1197076.09,Base,480000
834,202402,526633.29,Hogar,490000
206,202407,1767156.52,Receso,516000
56,202402,408910.39,Hogar,490000
967,202402,1028837.65,Hogar,490000
479,202402,914739.73,Receso,516000
944,202402,1115667.5,Hogar,490000
1053,202402,795703.85,Hogar,490000
760,202403,1107291.4,Hogar,490000
224,202403,1759466.17,Receso,516000
191,202407,557001.54,Receso,516000
704,202402,935329.12,Base,480000
605,202402,747749.87,Base,480000
745,202404,704980.41,Base,480000
156,202404,1184957.76,Hogar,490000
398,202404,1384480.17,Hogar,490000
179,202404,1607018.53,Hogar,490000
185,202404,1226435.65,Receso,516000
299,202404,835812.28,Hogar,490000
768,202404,702430.02,Base,480000
710,202405,973969.62,Hogar,490000
1031,202405,956817.95,Hogar,490000
1006,202405,1676049.32,Hogar,490000
669,202405,1709994.84,Base,480000
1,202405,919614.5,Hogar,490000
717,202405,1001190.72,Hogar,490000
886,202405,1171782.32,Base,480000
58,202405,748289.91,Receso,516000
949,202412,332152.55,Receso,516000
407,202412,469208.98,Base,480000
246,202412,379054.35,Base,480000
311,202412,562840.32,Receso,516000
341,202412,687089.84,Base,480000
364,202412,807740.36,Hogar,490000
319,202412,876694.57,Hogar,490000
388,202412,413037.64,Hogar,490000
418,202412,542426.03,Hogar,490000
429,202412,799213.94,Base,480000
521,202412,669044.33,Receso,516000
1046,202412,520278.13,Hogar,490000
706,202412,307225.88,Hogar,490000
778,202412,523170.85,Base,480000
773,202412,555282.39,Hogar,490000
768,202412,301857.77,Base,480000
169,202412,662023.71,Base,480000
799,202412,700241.38,Hogar,490000
198,202412,343525.89,Base,480000
705,202412,298935.88,Hogar,490000
630,202412,348280.55,Base,480000
672,202411,1212541.26,Base,480000
686,202411,1105665.28,Hogar,490000
711,202411,622977.32,Hogar,490000
793,202411,692305.29,Base,480000
416,202411,1386759.65,Hogar,490000
997,202411,1501082.26,Hogar,490000
166,202411,1016929.81,Hogar,490000
818,202411,247937.87,Receso,516000
286,202411,1095563.28,Receso,516000
321,202411,835057.29,Hogar,490000
440,202411,907993.35,Hogar,490000
199,202411,797265.56,Base,480000
989,202411,1121547.7,Hogar,490000
174,202411,1871960.7,Hogar,490000
165,202411,1451181.09,Base,480000
940,202411,1221494.21,Hogar,490000
561,202411,674395.03,Hogar,490000
114,202411,1244572.39,Base,480000
1037,202411,622263.12,Hogar,490000
222,202411,725782.97,Receso,516000
357,202411,759680.22,Hogar,490000
680,202411,680952.5,Hogar,490000
171,202405,1182425.78,Hogar,490000
319,202405,2228626.71,Hogar,490000
399,202405,911874.28,Hogar,490000
399,202412,216216.75,Hogar,490000
162,202412,793367.73,Base,480000
721,202412,578814.85,Hogar,490000
233,202412,233535.67,Base,480000
880,202412,352264.07,Hogar,490000
818,202412,113237.47,Receso,516000
456,202412,460987.02,Hogar,490000
184,202411,1319733.33,Hogar,490000
548,202411,914718.53,Base,480000
625,202411,760128.72,Hogar,490000
785,202411,1035871.22,Peatonal,420000
960,202411,1382887.74,Hogar,490000
862,202411,643454.02,Hogar,490000
884,202411,957602.27,Base,480000
419,202411,1185606.86,Hogar,490000
773,202411,1115244.38,Hogar,490000
915,202411,1235670.85,Hogar,490000
815,202411,567244.11,Receso,516000
163,202412,311200.56,Base,480000
772,202411,1053685.29,Hogar,490000
981,202411,1555754.68,Hogar,490000
483,202411,1113930.7,Hogar,490000
599,202411,1036641.68,Hogar,490000
142,202411,1608002.87,Hogar,490000
358,202411,637255.07,Base,480000
32,202411,575463.33,Hogar,490000
37,202411,568730.13,Hogar,490000
172,202411,1200987.27,Receso,516000
531,202411,820380.11,Hogar,490000
195,202411,675409.72,Hogar,490000
642,202411,706155.44,Receso,516000
493,202406,1617331.52,Base,480000
1034,202406,1684445.14,Hogar,490000
351,202406,995449.96,Base,480000
390,202406,1278752.33,Base,480000
509,202406,560351.72,Base,480000
756,202406,890847.96,Hogar,490000
485,202406,1033341.4,Base,480000
555,202406,1237297.38,Hogar,490000
1001,202406,1125770.61,Hogar,490000
373,202406,1101949.68,Hogar,490000
213,202406,1221514.29,Receso,516000
403,202406,1579791.8,Hogar,490000
256,202406,804224.72,Hogar,490000
729,202406,770613.44,Base,480000
501,202406,1173043.34,Hogar,490000
479,202406,972810.7,Receso,516000
268,202406,1577476.68,Base,480000
647,202406,1273916.56,Hogar,490000
783,202406,1074868.08,Hogar,490000
446,202406,1406468.84,Hogar,490000
1052,202406,1302213.73,Base,480000
553,202406,1128570.57,Base,480000
661,202406,859288.96,Hogar,490000
879,202406,672722.57,Receso,516000
306,202406,812761.54,Base,480000
466,202406,463358.14,Hogar,490000
56,202406,630626.02,Hogar,490000
40,202406,2094786.58,Receso,516000
99,202406,1264770.49,Hogar,490000
583,202406,1090577.14,Hogar,490000
454,202406,808889.06,Hogar,490000
932,202406,1115503.5,Receso,516000
464,202406,513140.62,Hogar,490000
40,202407,2193516.37,Receso,516000
799,202407,1508704.33,Hogar,490000
610,202407,976791.92,Hogar,490000
460,202407,1635951.92,Hogar,490000
736,202407,1550843.2,Hogar,490000
1017,202407,1286289.47,Hogar,490000
238,202407,1193393.52,Hogar,490000
402,202407,304190.93,Hogar,490000
791,202407,832939.41,Hogar,490000
173,202407,1183943.8,Hogar,490000
696,202407,1543341.7,Hogar,490000
432,202407,1405359.06,Hogar,490000
526,202407,919401.29,Base,480000
574,202407,781814.48,Hogar,490000
436,202407,2530758.4,Hogar,490000
552,202407,854238.02,Hogar,490000
981,202407,1817338.0,Hogar,490000
995,202407,851237.9,Base,480000
765,202407,1857523.29,Hogar,490000
132,202407,2057491.07,Hogar,490000
519,202402,837130.62,Base,480000
290,202402,1320096.9,Base,480000
120,202402,1752553.97,Hogar,490000
200,202402,1388108.42,Hogar,490000
273,202402,1061518.35,Base,480000
47,202402,784600.57,Hogar,490000
412,202402,1267398.93,Hogar,490000
24,202402,734038.98,Receso,516000
1014,202402,1341247.55,Hogar,490000
58,202407,665426.04,Receso,516000
448,202407,1197868.47,Base,480000
120,202407,2123314.55,Hogar,490000
312,202407,1775376.9,Hogar,490000
651,202407,1153740.54,Base,480000
596,202407,839582.94,Hogar,490000
813,202407,1143262.82,Hogar,490000
358,202407,803090.94,Base,480000
197,202407,1021640.35,Base,480000
985,202402,785696.57,Hogar,490000
133,202402,1072203.0,Receso,516000
838,202402,626541.02,Base,480000
582,202402,766566.3,Hogar,490000
606,202402,640327.38,Hogar,490000
934,202402,1042324.04,Hogar,490000
62,202402,818507.01,Base,480000
142,202402,1522934.76,Hogar,490000
182,202402,1416125.2,Hogar,490000
254,202402,838723.96,Hogar,490000
765,202402,1596240.13,Hogar,490000
241,202402,883124.9,Receso,516000
468,202402,865304.2,Hogar,490000
498,202402,676132.99,Base,480000
621,202403,782952.9,Base,480000
660,202403,550085.83,Base,480000
446,202403,1372435.89,Hogar,490000
587,202403,963074.07,Hogar,490000
971,202403,929281.45,Hogar,490000
1012,202403,1048721.08,Hogar,490000
239,202403,1311665.45,Hogar,490000
559,202403,1313579.33,Hogar,490000
452,202403,830687.57,Base,480000
473,202403,1322067.96,Hogar,490000
753,202403,802170.03,Hogar,490000
591,202403,1552471.01,Hogar,490000
723,202403,952392.93,Hogar,490000
799,202403,1419308.54,Hogar,490000
148,202403,1344185.77,Base,480000
885,202403,1128592.72,Receso,516000
764,202406,1399117.1,Base,480000
273,202406,1383106.7,Base,480000
888,202406,1666935.52,Hogar,490000
941,202406,1064659.25,Hogar,490000
840,202406,686688.94,Hogar,490000
1054,202406,1528794.4,Hogar,490000
430,202406,2442800.45,Hogar,490000
370,202407,1168152.46,Hogar,490000
712,202402,570861.44,Base,480000
164,202402,1027434.99,Base,480000
344,202402,815743.43,Hogar,490000
913,202402,1506448.83,Hogar,490000
622,202407,754799.6,Base,480000
16,202402,877902.73,Hogar,490000
351,202402,836545.8,Base,480000
709,202402,411100.98,Base,480000
829,202402,427483.07,Hogar,490000
139,202402,1073753.41,Hogar,490000
648,202402,524359.62,Base,480000
385,202402,34036.26,Hogar,490000
409,202403,794205.31,Hogar,490000
699,202403,701833.47,Hogar,490000
742,202403,547751.58,Base,480000
463,202403,708096.74,Hogar,490000
590,202403,897983.93,Hogar,490000
637,202403,617053.57,Hogar,490000
768,202403,811081.53,Base,480000
756,202403,706638.34,Hogar,490000
178,202403,960523.36,Base,480000
425,202402,1584011.75,Hogar,490000
552,202402,545543.2,Hogar,490000
309,202412,783826.76,Receso,516000
510,202412,352465.21,Hogar,490000
597,202411,1013111.94,Hogar,490000
94,202412,586674.86,Hogar,490000
448,202412,459961.49,Base,480000
185,202412,555053.53,Receso,516000
803,202412,338656.79,Base,480000
295,202411,1713472.66,Receso,516000
540,202411,1168372.58,Hogar,490000
1055,202406,1163870.56,Hogar,490000
676,202406,1538712.33,Hogar,490000
851,202406,601552.91,Hogar,490000
1032,202406,1243636.23,Hogar,490000
179,202406,1782400.24,Hogar,490000
628,202406,875929.48,Hogar,490000
450,202406,1407379.56,Hogar,490000
50,202406,1621571.43,Hogar,490000
186,202406,2222783.16,Base,480000
407,202406,1071996.27,Base,480000
513,202406,1463754.63,Hogar,490000
692,202406,1230039.84,Hogar,490000
587,202406,974421.23,Hogar,490000
207,202406,2060867.56,Base,480000
827,202406,1864599.27,Base,480000
112,202406,1258533.73,Base,480000
17,202406,765602.61,Base,480000
5,202406,1864158.91,Hogar,490000
985,202407,1038614.64,Hogar,490000
293,202407,1233095.32,Base,480000
148,202407,1392388.54,Base,480000
329,202407,947612.03,Receso,516000
578,202407,858633.27,Hogar,490000
462,202407,988702.28,Base,480000
724,202402,615688.97,Hogar,490000
180,202402,913321.82,Base,480000
729,202402,609037.74,Base,480000
26,202402,740907.48,Base,480000
421,202402,1437214.6,Hogar,490000
207,202402,1641692.79,Base,480000
400,202402,638914.54,Hogar,490000
227,202402,1193279.85,Receso,516000
955,202402,1187979.65,Hogar,490000
156,202402,1001512.7,Hogar,490000
1037,202407,722514.65,Hogar,490000
734,202407,1584697.12,Receso,516000
202,202407,1153202.91,Base,480000
346,202407,1820016.07,Hogar,490000
140,202402,1642263.45,Base,480000
451,202402,682324.58,Base,480000
323,202402,1406341.4,Hogar,490000
513,202403,1292944.24,Hogar,490000
568,202403,988030.85,Hogar,490000
627,202403,744572.42,Hogar,490000
688,202403,530207.71,Base,480000
901,202403,1442531.14,Hogar,490000
291,202403,1324071.9,Hogar,490000
572,202403,774916.92,Hogar,490000
529,202403,564097.09,Hogar,490000
600,202403,1462209.42,Hogar,490000
713,202403,1539953.37,Base,480000
163,202403,739902.64,Base,480000
347,202406,1016291.48,Hogar,490000
67,202407,826794.87,Receso,516000
326,202402,980369.13,Hogar,490000
165,202402,1344173.39,Base,480000
51,202407,1775387.75,Base,480000
283,202407,1025679.57,Hogar,490000
55,202402,1297404.95,Base,480000
986,202402,864125.51,Hogar,490000
191,202402,389231.85,Receso,516000
244,202402,835092.52,Hogar,490000
725,202403,960282.77,Hogar,490000
677,202403,559223.24,Hogar,490000
77,202402,1070140.1,Hogar,490000
734,202406,1393321.49,Receso,516000
55,202407,1892206.26,Base,480000
169,202402,1126028.25,Base,480000
527,202403,993774.86,Hogar,490000
651,202403,1145555.51,Base,480000
892,202403,1317237.55,Hogar,490000
361,202403,1030546.16,Hogar,490000
175,202403,2778415.61,Base,480000
383,202403,1153196.1,Hogar,490000
919,202403,1829001.16,Hogar,490000
960,202403,1503176.96,Hogar,490000
636,202403,715712.45,Hogar,490000
28,202403,962339.49,Hogar,490000
187,202403,1178225.04,Base,480000
9,202403,1359957.13,Hogar,490000
444,202403,1395408.86,Hogar,490000
279,202403,1201547.28,Hogar,490000
1047,202403,1474345.43,Hogar,490000
45,202403,812413.81,Hogar,490000
215,202403,1434509.77,Receso,516000
550,202403,1483272.27,Hogar,490000
22,202403,1017865.91,Hogar,490000
315,202403,1152737.16,Hogar,490000
848,202403,224785.38,Hogar,490000
60,202403,926497.16,Hogar,490000
16,202403,1030912.24,Hogar,490000
601,202403,793765.32,Hogar,490000
33,202403,1578302.96,Base,480000
128,202403,844964.91,Base,480000
437,202403,1691280.73,Hogar,490000
27,202403,871643.46,Base,480000
105,202403,1468586.44,Hogar,490000
265,202403,637929.19,Hogar,490000
448,202301,897401.35,Base,480000
255,202301,1539378.63,Hogar,490000
600,202301,897009.98,Hogar,490000
220,202301,1168315.46,Hogar,490000
47,202301,777991.09,Hogar,490000
339,202301,1175560.31,Peatonal,420000
335,202301,1099008.33,Hogar,490000
456,202301,819870.93,Hogar,490000
446,202301,965910.04,Hogar,490000
185,202301,890683.01,Receso,516000
632,202301,687444.94,Hogar,490000
805,202301,679689.84,Hogar,490000
528,202301,612865.96,Hogar,490000
484,202301,1314523.89,Hogar,490000
214,202301,1060996.42,Receso,516000
76,202301,775145.42,Hogar,490000
568,202301,774865.93,Hogar,490000
638,202301,840270.22,Receso,516000
1015,202301,752238.03,Hogar,490000
421,202301,1363315.23,Hogar,490000
263,202301,906402.57,Hogar,490000
633,202301,946178.87,Hogar,490000
177,202301,519243.19,Base,480000
352,202301,1117270.77,Base,480000
128,202301,831662.92,Base,480000
191,202301,431926.66,Receso,516000
266,202301,608159.85,Receso,516000
38,202301,615101.81,Receso,516000
708,202301,1142479.14,Base,480000
763,202301,293756.22,Base,480000
664,202301,641694.06,Hogar,490000
178,202301,843783.41,Base,480000
318,202301,731434.05,Hogar,490000
733,202301,705903.15,Base,480000
288,202301,674467.47,Base,480000
393,202301,790828.79,Hogar,490000
514,202301,629572.26,Hogar,490000
716,202301,904818.85,Hogar,490000
322,202301,720844.12,Base,480000
112,202301,935121.79,Base,480000
1036,202301,1359982.35,Hogar,490000
951,202301,933385.16,Receso,516000
964,202301,1065048.02,Base,480000
386,202301,704339.66,Hogar,490000
8,202301,713967.39,Base,480000
96,202301,1189716.62,Base,480000
614,202301,566057.02,Hogar,490000
31,202301,1377816.7,Hogar,490000
586,202301,499746.67,Base,480000
154,202301,670617.83,Base,480000
171,202301,1020879.08,Hogar,490000
523,202301,922420.52,Base,480000
439,202301,1061799.59,Hogar,490000
33,202301,1429517.1,Base,480000
497,202301,964566.12,Hogar,490000
353,202301,1165848.8,Hogar,490000
395,202301,1072567.62,Hogar,490000
287,202302,1915092.73,Base,480000
943,202302,1302965.83,Hogar,490000
903,202302,540399.81,Receso,516000
662,202302,1148480.82,Receso,516000
1006,202302,1056656.63,Hogar,490000
101,202302,1079816.96,Hogar,490000
632,202302,635969.68,Hogar,490000
313,202302,737569.55,Hogar,490000
216,202302,846516.2,Hogar,490000
760,202302,730110.79,Hogar,490000
102,202302,1094994.8,Hogar,490000
721,202302,1099387.79,Hogar,490000
974,202302,736977.37,Hogar,490000
60,202302,817482.46,Hogar,490000
150,202302,730169.68,Peatonal,420000
992,202302,554588.89,Base,480000
707,202302,432059.49,Hogar,490000
581,202302,404373.27,Base,480000
562,202302,588062.28,Hogar,490000
575,202302,915303.92,Hogar,490000
64,202302,501065.66,Receso,516000
631,202302,747096.37,Hogar,490000
922,202302,995420.18,Hogar,490000
312,202302,1305977.74,Hogar,490000
537,202302,642950.31,Base,480000
597,202302,967789.4,Hogar,490000
28,202302,735928.77,Hogar,490000
278,202302,892014.98,Hogar,490000
325,202302,1412558.24,Hogar,490000
520,202302,941119.64,Hogar,490000
1007,202302,1247048.54,Hogar,490000
251,202302,1168372.17,Receso,516000
421,202302,1292150.34,Hogar,490000
81,202302,800357.38,Hogar,490000
734,202302,1013434.63,Receso,516000
47,202302,726705.23,Hogar,490000
459,202302,1074194.24,Hogar,490000
601,202302,619987.56,Hogar,490000
915,202302,929291.01,Hogar,490000
1017,202302,1205843.33,Hogar,490000
434,202302,493487.39,Hogar,490000
991,202302,664799.63,Hogar,490000
1011,202302,876417.09,Hogar,490000
495,202302,605736.72,Base,480000
703,202302,861005.43,Hogar,490000
320,202302,896775.43,Hogar,490000
442,202302,796458.99,Hogar,490000
754,202302,551080.7,Hogar,490000
700,202302,623638.9,Hogar,490000
151,202302,696372.63,Hogar,490000
637,202303,625934.13,Hogar,490000
695,202303,588317.82,Hogar,490000
403,202303,1129439.0,Hogar,490000
318,202303,625242.19,Hogar,490000
111,202303,647730.59,Base,480000
315,202303,1099021.82,Hogar,490000
115,202303,859967.14,Receso,516000
1005,202303,1197017.02,Hogar,490000
311,202303,1215470.03,Receso,516000
921,202303,974282.49,Receso,516000
899,202303,1092081.33,Receso,516000
228,202303,1346896.5,Base,480000
25,202303,1168729.22,Base,480000
777,202303,951802.27,Hogar,490000
121,202303,795314.16,Hogar,490000
364,202303,1564838.76,Hogar,490000
93,202303,635781.45,Receso,516000
764,202303,1011494.86,Base,480000
345,202303,1855654.16,Hogar,490000
314,202303,1240242.35,Base,480000
1001,202303,939423.57,Hogar,490000
799,202303,733650.2,Hogar,490000
157,202303,2853583.5,Base,480000
339,202303,1423388.62,Peatonal,420000
1007,202303,1353322.4,Hogar,490000
783,202303,516107.96,Hogar,490000
233,202303,503472.35,Base,480000
368,202303,910728.9,Hogar,490000
354,202303,1100991.92,Base,480000
501,202303,997112.08,Hogar,490000
307,202303,1147703.66,Hogar,490000
207,202303,1697354.61,Base,480000
425,202303,1393372.84,Hogar,490000
635,202303,1053433.4,Base,480000
215,202303,1281448.23,Receso,516000
896,202303,878991.52,Hogar,490000
946,202303,1033629.06,Hogar,490000
279,202303,983962.38,Hogar,490000
164,202303,877180.76,Base,480000
647,202303,1119848.07,Hogar,490000
262,202303,1529383.64,Receso,516000
343,202303,1152738.05,Hogar,490000
356,202303,1218664.2,Hogar,490000
691,202303,846574.15,Hogar,490000
598,202303,1334860.76,Hogar,490000
53,202303,1336455.6,Receso,516000
348,202303,1513660.88,Hogar,490000
636,202303,853831.17,Hogar,490000
458,202303,829891.14,Hogar,490000
746,202303,679961.75,Hogar,490000
88,202303,1484829.06,Receso,516000
552,202304,728469.48,Hogar,490000
37,202304,598101.76,Hogar,490000
374,202304,1806789.78,Base,480000
39,202304,861915.31,Receso,516000
457,202304,748568.98,Hogar,490000
984,202304,1256635.54,Hogar,490000
170,202304,649650.27,Hogar,490000
736,202304,1142506.6,Hogar,490000
771,202304,886674.87,Hogar,490000
671,202304,1021910.22,Base,480000
157,202304,2558999.61,Base,480000
987,202304,732652.55,Hogar,490000
150,202304,761175.25,Peatonal,420000
245,202304,904619.78,Hogar,490000
1052,202304,954469.91,Base,480000
408,202304,1503316.7,Hogar,490000
97,202304,849924.83,Hogar,490000
238,202304,750967.01,Hogar,490000
747,202304,713301.35,Receso,516000
100,202304,1513569.2,Hogar,490000
638,202304,856199.98,Receso,516000
259,202304,575582.17,Base,480000
252,202304,817450.38,Receso,516000
580,202304,1108540.4,Base,480000
654,202304,1343732.03,Base,480000
290,202304,1335132.76,Base,480000
179,202304,1496422.11,Hogar,490000
305,202304,939891.36,Base,480000
625,202304,1087813.7,Hogar,490000
424,202304,820965.88,Hogar,490000
549,202304,1033014.15,Hogar,490000
430,202304,2056906.79,Hogar,490000
527,202304,780992.25,Hogar,490000
47,202304,853840.39,Hogar,490000
314,202304,1242027.23,Base,480000
1051,202301,980061.89,Hogar,490000
494,202301,1187448.86,Base,480000
813,202301,711409.79,Hogar,490000
345,202301,1603635.73,Hogar,490000
763,202302,296280.7,Base,480000
515,202302,857628.48,Hogar,490000
335,202302,1028103.5,Hogar,490000
709,202302,447524.92,Base,480000
491,202303,1067392.21,Hogar,490000
278,202303,990714.01,Hogar,490000
782,202303,641766.78,Hogar,490000
190,202303,1230271.76,Hogar,490000
732,202303,564134.65,Hogar,490000
213,202303,1140397.01,Receso,516000
492,202303,753566.96,Base,480000
154,202303,772828.48,Base,480000
692,202303,897283.59,Hogar,490000
85,202303,718154.35,Receso,516000
166,202303,1102126.83,Hogar,490000
666,202303,965124.42,Hogar,490000
988,202303,1215050.32,Hogar,490000
259,202303,730502.61,Base,480000
633,202304,1160460.11,Hogar,490000
900,202304,820596.04,Hogar,490000
1042,202304,1107632.03,Hogar,490000
634,202304,1138339.02,Hogar,490000
729,202304,687216.36,Base,480000
578,202304,918496.62,Hogar,490000
371,202304,1146091.28,Peatonal,420000
86,202304,1459339.35,Hogar,490000
586,202304,521287.68,Base,480000
43,202304,832129.17,Hogar,490000
904,202304,1169169.68,Hogar,490000
233,202304,506037.03,Base,480000
230,202304,919811.48,Hogar,490000
482,202304,1021022.98,Receso,516000
993,202304,1155563.39,Hogar,490000
642,202304,508544.59,Receso,516000
182,202304,1520320.03,Hogar,490000
112,202304,1103159.1,Base,480000
602,202304,1255130.73,Hogar,490000
380,202304,790050.29,Base,480000
969,202304,704872.0,Receso,516000
1036,202304,1645686.23,Hogar,490000
740,202304,609170.65,Hogar,490000
269,202304,567547.53,Base,480000
411,202304,682193.53,Hogar,490000
465,202304,822641.19,Base,480000
329,202304,863488.52,Receso,516000
284,202305,2551716.55,Receso,516000
27,202305,738667.82,Base,480000
329,202305,965561.08,Receso,516000
45,202305,739930.8,Hogar,490000
814,202305,592765.01,Receso,516000
696,202305,1330663.77,Hogar,490000
240,202305,1443658.81,Base,480000
667,202305,937357.26,Hogar,490000
461,202305,1746115.91,Hogar,490000
120,202305,2001741.99,Hogar,490000
24,202305,614193.31,Receso,516000
727,202305,939088.52,Hogar,490000
170,202305,880659.54,Hogar,490000
949,202305,682584.16,Receso,516000
679,202305,657262.76,Hogar,490000
258,202305,1932131.39,Hogar,490000
423,202305,1164336.3,Base,480000
