TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,AVG_VENTA_TOTAL,num_locales_cercanos,reportes_cercanos,num_escuelas,densidad,Meta_venta,CENTRO_CERCANO,PERFORMANCE_CATEGORY,PERFORMANCE_LABEL
663,1,C,Base,115.76,13,10,25.71882,-100.16863,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,453157.283,0,0,0,2757.9,480000,7.56534542528466,1,Below_Expectations
639,1,C,Hogar,113.85,13,8,25.71143,-100.15224,Hogar Reunión,UT_DENSIDAD,TRAIN,1133958.6405,0,0,0,2757.9,490000,7.43614096819315,2,Meeting_Expectations
642,1,C,Receso,88.39,13,8,25.70438,-100.22197,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,606114.3275,0,0,0,5460.08,516000,6.5791590727729,1,Below_Expectations
299,1,C,Hogar,94.0,10,9,25.68426,-100.21374,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,906925.4255,0,5,0,5460.08,490000,4.25161969198371,2,Meeting_Expectations
298,1,C,Peatonal,103.3,13,5,25.67933,-100.24593,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,912394.269,0,0,0,5460.08,420000,4.42544438463202,2,Meeting_Expectations
644,1,C,Base,105.69,13,7,25.7036,-100.15854,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,620754.6965,0,0,0,5460.08,480000,6.3684556551178,1,Below_Expectations
296,1,C,Hogar,86.0,13,5,25.66105,-100.25257,Clásico,UT_GAS_URBANA,TRAIN,1319320.9065,0,0,0,5460.08,490000,2.96248154894733,3,Excellent
652,1,C,Base,113.23,14,8,25.65635,-100.26234,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,779599.5395,0,2,0,5460.08,480000,1.92630927428179,1,Below_Expectations
653,1,C,Hogar,112.09,13,6,25.69885,-100.12075,Clásico,UT_DENSIDAD,TRAIN,738887.09368421,0,0,0,2757.9,490000,8.50287170208086,1,Below_Expectations
292,1,C,Hogar,114.0,13,11,25.72188,-100.20232,Hogar Reunión,UT_GAS_URBANA,TRAIN,1418741.014,0,0,0,5460.08,490000,7.7462948969717,3,Excellent
291,1,C,Hogar,108.91,13,10,25.68419,-100.24388,Hogar Reunión,UT_DENSIDAD,TRAIN,1345621.52,0,0,0,5460.08,490000,4.92056810908856,3,Excellent
731,1,C,Base,117.97,15,9,25.67493,-100.20706,Hogar Reunión,UT_GAS_URBANA,TRAIN,804187.017619048,0,0,0,5460.08,480000,3.01939911055146,1,Below_Expectations
289,1,C,Hogar,114.04,13,9,25.70314,-100.23122,Hogar Reunión,UT_GAS_URBANA,TRAIN,743734.071666667,0,0,0,5460.08,490000,6.98171153243805,1,Below_Expectations
288,1,D,Base,104.0,13,11,25.67442,-100.20493,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,848249.163,0,0,0,5460.08,480000,2.84861099683609,2,Meeting_Expectations
667,1,C,Hogar,122.19,13,10,25.73719,-100.15527,Hogar Reunión,UT_DENSIDAD,TRAIN,980900.478095238,0,0,0,2757.9,490000,9.91993208072311,2,Meeting_Expectations
668,1,C,Hogar,93.08,13,7,25.72812,-100.18563,Hogar Reunión,UT_DENSIDAD,TRAIN,1035202.93210526,0,0,0,5460.08,490000,8.32857875744929,2,Meeting_Expectations
285,1,A,Hogar,130.46,13,7,25.64192,-100.26826,Clásico,UT_DENSIDAD,TRAIN,2133384.2475,0,5,2,5460.08,490000,2.03943116953007,3,Excellent
671,1,C,Base,114.21,13,9,25.67863,-100.26725,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1101118.2995,1,3,0,5460.08,480000,2.91436238731763,2,Meeting_Expectations
674,1,C,Hogar,114.34,13,9,25.69528,-100.20643,Hogar Reunión,UT_DENSIDAD,TRAIN,1006070.8445,0,0,0,5460.08,490000,4.99069739576447,2,Meeting_Expectations
281,1,BC,Hogar,121.54,13,8,25.69659,-100.25507,Hogar Reunión,UT_DENSIDAD,TRAIN,1805416.10315789,0,8,0,5460.08,490000,5.25408233482612,3,Excellent
677,1,C,Hogar,110.81,13,8,25.68325,-100.23067,Parada Técnica,UT_DENSIDAD,TRAIN,557412.355294118,0,5,0,5460.08,490000,5.35243861277145,1,Below_Expectations
834,1,C,Hogar,101.33,13,8,25.70647,-100.22508,Hogar Reunión,UT_DENSIDAD,TRAIN,612529.750833333,0,0,0,5460.08,490000,6.93860939562957,1,Below_Expectations
792,1,C,Peatonal,87.25,12,8,25.67762,-100.25978,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,694875.571904762,0,1,0,5460.08,420000,3.26228069301468,1,Below_Expectations
164,1,CD,Base,18.72,12,9,25.73369,-100.19908,Hogar Reunión,UT_GAS_URBANA,TRAIN,1066581.0245,0,0,0,2757.9,480000,8.99976581823901,2,Meeting_Expectations
231,1,CD,Hogar,116.5,13,9,25.70295,-100.25852,Hogar Reunión,UT_GAS_URBANA,TRAIN,1137615.00055556,0,13,0,5460.08,490000,5.72745607513355,2,Meeting_Expectations
823,1,C,Hogar,108.66,12,9,25.66404,-100.23363,Hogar Reunión,UT_DENSIDAD,TRAIN,742605.432666667,0,1,0,5460.08,490000,4.64208909468428,1,Below_Expectations
824,1,C,Hogar,97.92,12,8,25.7371,-100.16613,Hogar Reunión,UT_DENSIDAD,TRAIN,548867.875,0,0,0,2757.9,490000,9.595467354002,1,Below_Expectations
182,1,BC,Hogar,111.9,13,5,25.68312,-100.2139,Hogar Reunión,UT_DENSIDAD,TRAIN,1574997.888,0,5,0,5460.08,490000,4.15922050734697,3,Excellent
223,1,BC,Hogar,128.96,12,9,25.66976,-100.23605,Hogar Reunión,UT_GAS_URBANA,TRAIN,1381838.042,0,2,0,5460.08,490000,4.81687514121652,3,Excellent
828,1,C,Hogar,108.241193277311,12,8,25.6678,-100.2209,Hogar Reunión,UT_DENSIDAD,TRAIN,528960.079,0,0,0,5460.08,490000,3.59260060309143,1,Below_Expectations
832,1,C,Hogar,66.04,9,6,25.66925,-100.237,Hogar Reunión,UT_DENSIDAD,TRAIN,495920.763,0,2,0,5460.08,490000,4.70853438650594,1,Below_Expectations
245,1,D,Hogar,116.0,10,8,25.73065,-100.18657,Hogar Reunión,UT_DENSIDAD,TRAIN,932594.99,0,0,0,2757.9,490000,8.60664397631886,2,Meeting_Expectations
188,1,BC,Receso,95.3,13,7,25.68763,-100.24615,Parada Técnica,UT_GAS_URBANA,TRAIN,788406.2495,0,0,0,5460.08,516000,5.01061992255357,1,Below_Expectations
191,1,CD,Receso,131.5,11,9,25.69273,-100.24576,Clásico,UT_GAS_URBANA,TRAIN,454438.053809524,0,0,0,5460.08,516000,5.45155423855868,1,Below_Expectations
847,1,C,Hogar,100.4,13,8,25.71567,-100.1601,Hogar Reunión,UT_GAS_URBANA,TRAIN,250339.039090909,0,0,0,2757.9,490000,7.51343247278104,1,Below_Expectations
193,1,CD,Hogar,95.54,10,9,25.73871,-100.18913,Hogar Reunión,UT_DENSIDAD,TRAIN,1023740.08105263,0,0,0,2757.9,490000,9.49979090778532,2,Meeting_Expectations
212,1,CD,Base,134.24,12,10,25.69344,-100.1831,Parada Técnica,UT_CARRETERA_GAS,TRAIN,1779098.457,0,0,0,5460.08,480000,4.50339147894467,3,Excellent
211,1,C,Hogar,127.62,12,11,25.74447,-100.17476,Hogar Reunión,UT_DENSIDAD,TRAIN,1320039.76473684,0,0,0,2757.9,490000,10.238479116648,3,Excellent
199,1,CD,Base,113.0,11,11,25.72332,-100.19058,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,717021.314210526,0,0,0,5460.08,480000,7.79032797943902,1,Below_Expectations
873,1,C,Receso,58.12,9,6,25.69741,-100.13975,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,183363.58,0,0,0,5460.08,516000,6.95168659624815,1,Below_Expectations
254,1,C,Hogar,113.0,12,7,25.66872,-100.2344,Hogar Reunión,UT_GAS_URBANA,TRAIN,961484.560526316,0,2,0,5460.08,490000,4.87471903543765,2,Meeting_Expectations
735,1,C,Hogar,83.57,12,5,25.71611,-100.18296,Hogar Reunión,UT_DENSIDAD,TRAIN,1300434.1535,0,0,0,5460.08,490000,7.01190455643769,3,Excellent
746,1,C,Hogar,104.1,15,10,25.6867,-100.19352,Hogar Reunión,UT_DENSIDAD,TRAIN,677285.4205,0,0,0,5460.08,490000,3.74547246321076,1,Below_Expectations
141,1,BC,Hogar,98.5,11,6,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,TRAIN,1381966.90555556,0,1,0,5460.08,490000,5.09082170564621,3,Excellent
259,1,C,Base,99.08,10,8,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,650082.4785,0,1,0,5460.08,480000,3.27684464687574,1,Below_Expectations
753,1,C,Hogar,103.64,14,8,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,TRAIN,746710.738,0,0,0,5460.08,490000,8.3422658999499,1,Below_Expectations
754,1,C,Hogar,119.75,15,9,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,TRAIN,765839.700952381,0,0,0,5460.08,490000,7.12891962362282,1,Below_Expectations
145,1,BC,Hogar,112.5,13,6,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,TRAIN,1071716.423,0,0,0,5460.08,490000,2.83206886816243,2,Meeting_Expectations
765,1,C,Hogar,94.42,13,8,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,TRAIN,1660033.6185,0,0,0,5460.08,490000,6.07676375614532,3,Excellent
766,1,C,Base,118.52,15,8,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1011198.4715,0,0,0,2757.9,480000,9.2097662317217,2,Meeting_Expectations
395,1,C,Hogar,79.55,10,4,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,TRAIN,1194376.9245,0,0,0,5460.08,490000,4.01619657192239,2,Meeting_Expectations
253,1,C,Hogar,117.0,12,11,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,TRAIN,902441.981,0,0,0,2757.9,490000,8.64919694673686,2,Meeting_Expectations
769,1,C,Base,108.8,15,10,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1025109.0165,0,0,0,5460.08,480000,4.94111652255474,2,Meeting_Expectations
152,1,BC,Hogar,102.1,13,8,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,TRAIN,1067820.04368421,0,2,0,5460.08,490000,4.37910803037995,2,Meeting_Expectations
783,1,C,Hogar,114.47,14,9,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,TRAIN,806711.535714286,0,0,0,5460.08,490000,6.36034947034877,1,Below_Expectations
789,1,C,Hogar,100.7,12,8,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,TRAIN,782828.5945,0,0,0,2757.9,490000,6.91003100108869,1,Below_Expectations
248,1,CD,Base,100.28,13,7,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,TRAIN,878071.308,0,0,0,5460.08,480000,6.12294533841695,2,Meeting_Expectations
156,1,BC,Hogar,115.0,11,9,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,TRAIN,1217091.57157895,0,5,0,5460.08,490000,4.16632565087792,2,Meeting_Expectations
247,1,D,Hogar,104.6,13,10,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,TRAIN,944772.310952381,0,0,0,5460.08,490000,5.53532418718052,2,Meeting_Expectations
474,1,C,Hogar,115.79,13,11,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,TRAIN,771549.998,0,0,0,2757.9,490000,9.12101650646222,1,Below_Expectations
453,1,C,Base,107.02,13,8,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,TRAIN,910944.9695,0,0,0,2757.9,480000,10.5147924132959,2,Meeting_Expectations
455,1,C,Hogar,119.51,13,7,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,TRAIN,476428.439047619,0,0,0,2757.9,490000,8.59292235814401,1,Below_Expectations
366,1,C,Hogar,100.0,10,7,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,TRAIN,926895.69,1,17,1,5460.08,490000,1.67166040284313,2,Meeting_Expectations
365,1,C,Base,97.54,13,5,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,1322019.3585,0,0,0,5460.08,480000,3.28071833046516,3,Excellent
456,1,C,Hogar,127.9,13,10,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,TRAIN,1046437.4685,0,0,0,2757.9,490000,9.98110972504118,2,Meeting_Expectations
457,1,C,Hogar,81.3,10,7,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,TRAIN,827047.2585,0,0,0,2757.9,490000,9.19347539031452,1,Below_Expectations
458,1,C,Hogar,101.46,13,5,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,TRAIN,829146.283333333,0,0,0,5460.08,490000,6.06632681490378,1,Below_Expectations
361,1,C,Hogar,93.0,12,5,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,TRAIN,949746.4365,0,0,0,2757.9,490000,7.64770788240353,2,Meeting_Expectations
464,1,C,Hogar,138.92,13,6,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,TRAIN,583497.873157895,0,0,0,5460.08,490000,6.54767787043411,1,Below_Expectations
358,1,C,Base,93.0,10,11,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,TRAIN,778159.124736842,0,0,0,5460.08,480000,5.90634665907068,1,Below_Expectations
447,1,C,Hogar,83.9,13,5,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,597768.308095238,0,0,0,2757.9,490000,8.94251069291284,1,Below_Expectations
356,1,C,Hogar,77.0,10,8,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1303742.832,0,11,0,5460.08,490000,1.46185975935223,3,Excellent
355,1,C,Hogar,90.0,10,6,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1309783.74611111,0,0,0,5460.08,490000,3.01326208333601,3,Excellent
484,1,C,Hogar,115.75,13,10,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,TRAIN,1635941.384,0,0,0,2757.9,490000,8.3810089573885,3,Excellent
493,1,C,Base,119.41,13,9,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1498692.9745,0,1,0,5460.08,480000,4.0273149872683,3,Excellent
352,1,C,Base,105.0,10,8,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,TRAIN,1176433.013,0,0,0,2757.9,480000,10.2911875738702,2,Meeting_Expectations
351,1,C,Base,93.0,10,7,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,TRAIN,903051.544,1,4,1,5460.08,480000,3.08313574286017,2,Meeting_Expectations
495,1,C,Base,115.7,13,11,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,760914.732,0,2,0,5460.08,480000,4.73099704530715,1,Below_Expectations
503,1,C,Hogar,81.59,11,8,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,TRAIN,1033167.4695,0,0,0,5460.08,490000,3.55815316469389,2,Meeting_Expectations
348,1,C,Hogar,100.0,10,11,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,TRAIN,1452718.229,0,0,0,5460.08,490000,4.54544128329254,3,Excellent
506,1,C,Hogar,105.66,13,8,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,TRAIN,950956.214,0,0,0,5460.08,490000,5.25407059771102,2,Meeting_Expectations
401,1,C,Hogar,92.52,12,9,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1116119.59944444,0,0,0,2757.9,490000,7.02965051817357,2,Meeting_Expectations
389,1,BC,Base,98.08,12,9,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,TRAIN,1402194.1095,0,0,0,2757.9,480000,10.3769753608142,3,Excellent
402,1,C,Hogar,103.27,13,9,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,918442.995238095,0,0,0,2757.9,490000,8.14145523720548,2,Meeting_Expectations
404,1,C,Base,112.87,13,9,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,TRAIN,1201371.6555,0,1,0,5460.08,480000,3.60471372412671,3,Excellent
406,1,C,Hogar,76.69,10,5,25.6645,-100.26545,Clásico,UT_DENSIDAD,TRAIN,987037.771111111,0,5,0,5460.08,490000,1.88089353175768,2,Meeting_Expectations
407,1,C,Base,118.47,13,7,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,TRAIN,899525.119444444,0,0,0,2757.9,480000,9.5155010968875,2,Meeting_Expectations
409,1,C,Hogar,95.68,13,7,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,738025.7195,0,1,0,5460.08,490000,3.94320389993706,1,Below_Expectations
411,1,C,Hogar,109.85,13,9,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,797972.8945,0,0,0,5460.08,490000,6.24538189862877,1,Below_Expectations
417,1,C,Base,95.22,12,8,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,876274.9545,0,0,0,5460.08,480000,4.28766518403248,2,Meeting_Expectations
423,1,C,Base,85.18,12,6,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1097440.20555556,0,2,0,5460.08,480000,4.7846384686573,2,Meeting_Expectations
635,1,C,Base,120.27,14,9,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1076937.693,0,0,0,5460.08,480000,2.5511468069003,2,Meeting_Expectations
425,1,C,Hogar,116.15,13,7,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,TRAIN,1684638.194,0,0,0,2757.9,490000,8.89661907322863,3,Excellent
427,1,C,Hogar,122.63,13,9,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,TRAIN,1061735.79105263,0,0,0,2757.9,490000,8.95792509223563,2,Meeting_Expectations
431,1,C,Hogar,119.24,13,8,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,TRAIN,956036.99117647,0,1,0,5460.08,490000,3.84700404722451,2,Meeting_Expectations
433,1,C,Base,127.4,13,10,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,TRAIN,813499.292,0,0,0,5460.08,480000,7.50874169452838,1,Below_Expectations
438,1,C,Hogar,117.61,13,7,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,TRAIN,1050635.58055556,0,0,0,5460.08,490000,5.22059167678442,2,Meeting_Expectations
374,1,C,Base,107.92,13,11,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,1821100.8395,0,0,0,2757.9,480000,9.10754768456706,3,Excellent
439,1,C,Hogar,115.55,13,9,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,TRAIN,1141661.924,0,0,0,5460.08,490000,7.15261750659411,2,Meeting_Expectations
372,1,CD,Hogar,80.56,12,11,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1557931.768,0,0,0,5460.08,490000,4.40263694205812,3,Excellent
441,1,CD,Hogar,111.48,13,8,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,TRAIN,897284.804736842,0,0,0,2757.9,490000,8.00933682718989,2,Meeting_Expectations
446,1,C,Hogar,126.8,13,9,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,TRAIN,1149582.7447619,0,0,0,5460.08,490000,3.90694587265297,2,Meeting_Expectations
612,1,C,Hogar,101.06,12,8,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,TRAIN,1371375.25263158,0,0,0,2757.9,490000,10.1078618135962,3,Excellent
587,1,C,Hogar,91.25,13,7,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,TRAIN,770947.69,0,0,0,5460.08,490000,8.30739100767866,1,Below_Expectations
346,1,C,Hogar,90.0,10,4,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,TRAIN,1510296.40578947,0,0,0,2757.9,490000,9.91769666387215,3,Excellent
322,1,C,Base,100.0,10,9,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,TRAIN,805032.352631579,0,1,0,5460.08,480000,3.53641867078418,1,Below_Expectations
321,1,C,Hogar,102.0,10,9,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,TRAIN,898069.834,0,0,0,2757.9,490000,7.13602361243362,2,Meeting_Expectations
591,1,C,Hogar,86.41,13,8,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,TRAIN,1503014.1895,0,1,0,5460.08,490000,3.24278751789211,3,Excellent
302,1,CD,Base,130.0,13,13,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,1291761.6105,0,0,0,5460.08,480000,2.71422026645077,3,Excellent
633,1,C,Hogar,103.05,12,7,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,TRAIN,940317.141428571,0,0,0,5460.08,490000,7.99897869849279,2,Meeting_Expectations
616,1,C,Hogar,96.93,12,7,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,TRAIN,712537.518947368,0,0,0,2757.9,490000,6.68012180224685,1,Below_Expectations
306,1,C,Base,182.0,13,4,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,TRAIN,823865.433,0,1,0,5460.08,480000,3.50704208973556,1,Below_Expectations
307,1,C,Hogar,114.0,13,9,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,TRAIN,1244658.7465,0,7,0,5460.08,490000,2.06153382240075,3,Excellent
593,1,C,Hogar,111.14,13,9,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,TRAIN,876393.047,0,0,0,2757.9,490000,10.5461371976248,2,Meeting_Expectations
509,1,C,Base,115.72,13,7,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,721151.4465,0,0,0,5460.08,480000,2.91661622142769,1,Below_Expectations
611,1,C,Base,115.66,13,9,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,TRAIN,1211470.40571429,0,0,0,5460.08,480000,5.57315855538407,3,Excellent
318,1,C,Hogar,107.0,10,8,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,TRAIN,1011376.0,0,0,0,2757.9,490000,9.93951046915241,2,Meeting_Expectations
317,1,C,Hogar,104.0,13,11,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,TRAIN,1289285.9635,0,2,0,5460.08,490000,2.37904158294316,3,Excellent
594,1,C,Hogar,98.07,13,10,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,TRAIN,932223.25,0,0,0,2757.9,490000,8.31599457647758,2,Meeting_Expectations
315,1,BC,Hogar,93.0,10,7,25.65235,-100.26606,Clásico,UT_DENSIDAD,TRAIN,1159019.613,0,3,0,5460.08,490000,1.59944238929588,2,Meeting_Expectations
